"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","WarmupCount","Native","Dedicated","Reference","TestKIR","Common","JS","InstrumentPropertyAccessors","FlushEarly","CILabel","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"40720","44768","3543.5881532706367","38179","44768","31922.666230991723","49517.33376900828","commonmain-plain-jar","2037.5587","3","False","20","0","True","False","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-04-10 18:29:13","0e0832f2a103336c0c07c94b8c73cfe372d6c388","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.61","14.07","145","86","0.03","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6217.365","3","False","20","0","True","False","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-04-10 18:29:13","0e0832f2a103336c0c07c94b8c73cfe372d6c388","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.61","14.07","145","86","0.03","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"5877.666666666667","5890","10.785793124908958","5870","5890","5850.889790241081","5904.443543092253","commonmain-plain-exe","2351.787","3","False","20","0","True","False","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-04-10 18:29:13","0e0832f2a103336c0c07c94b8c73cfe372d6c388","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.61","14.07","145","86","0.03","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"93686","102225","11391.961244667224","80751","102225","65404.24686781246","121967.75313218754","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2157.8798","3","False","20","0","True","False","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-04-10 18:29:13","0e0832f2a103336c0c07c94b8c73cfe372d6c388","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.61","14.07","145","86","0.03","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","3603.6956","3","False","20","0","True","False","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-04-10 18:29:13","0e0832f2a103336c0c07c94b8c73cfe372d6c388","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.61","14.07","145","86","0.03","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"42535","43118","515.7974408622051","42138","43118","41254.47809728481","43815.52190271519","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","14642.9824","3","False","20","0","True","False","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-04-10 18:29:13","0e0832f2a103336c0c07c94b8c73cfe372d6c388","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.61","14.07","145","86","0.03","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
