"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Dedicated","Native","Reference","Common","FlushEarly","JS","CILabel","Methods","InstrumentPropertyAccessors","Enabled","TestKIR","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"67129.33333333333","72532","4943.563626912608","62832","72532","54856.41183309097","79402.25483357569","commonmain-plain-jar","1894.5695","3","False","20","False","True","True","True","System.Boolean[]","True","ci-linux-small","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-07-02 02:07:46","548ed23e142e1414408121c882298161d01079ed","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.02","145","85","0.02","161","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6218.6703","3","False","20","False","True","True","True","System.Boolean[]","True","ci-linux-small","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-07-02 02:07:46","548ed23e142e1414408121c882298161d01079ed","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.02","145","85","0.02","161","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11312.666666666666","11492","164.1015945484179","11170","11492","10905.26703758267","11720.066295750663","commonmain-plain-linux-exe","16011.5142","3","False","20","False","True","True","True","System.Boolean[]","True","ci-linux-small","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-07-02 02:07:46","548ed23e142e1414408121c882298161d01079ed","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.02","145","85","0.02","161","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"116285.66666666667","132912","17440.79534692536","98131","132912","72987.040746424","159584.29258690935","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2449.9183","3","False","20","False","True","True","True","System.Boolean[]","True","ci-linux-small","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-07-02 02:07:46","548ed23e142e1414408121c882298161d01079ed","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.02","145","85","0.02","161","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3705.704","3","False","20","False","True","True","True","System.Boolean[]","True","ci-linux-small","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-07-02 02:07:46","548ed23e142e1414408121c882298161d01079ed","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.02","145","85","0.02","161","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"47469.666666666664","50674","2803.358759298091","45470","50674","40510.03094910851","54429.302384224815","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20828.6021","3","False","20","False","True","True","True","System.Boolean[]","True","ci-linux-small","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-07-02 02:07:46","548ed23e142e1414408121c882298161d01079ed","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.02","145","85","0.02","161","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
