"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","FlushEarly","InstrumentPropertyAccessors","CILabel","Methods","Reference","Dedicated","TestKIR","JS","JVM","Native","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"70857","76853","5578.667672482382","65820","76853","57007.36528556319","84706.63471443682","commonmain-plain-jar","2641.1597","3","False","20","True","System.Boolean[]","System.Boolean[]","ci-windows-small","System.String[]","True","False","System.Boolean[]","True","True","True","System.Boolean[]","2026-05-15 02:58:06","468490b9b3f21558f1f6a41697dd19d5e22bbf35","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.67","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.31","High performance","0.84","127","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8066.6825","3","False","20","True","System.Boolean[]","System.Boolean[]","ci-windows-small","System.String[]","True","False","System.Boolean[]","True","True","True","System.Boolean[]","2026-05-15 02:58:06","468490b9b3f21558f1f6a41697dd19d5e22bbf35","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.67","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.31","High performance","0.84","127","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11632.333333333334","11866","202.43599811627706","11510","11866","11129.76447790709","12134.902188759577","commonmain-plain-win-exe","90103.3027","3","False","20","True","System.Boolean[]","System.Boolean[]","ci-windows-small","System.String[]","True","False","System.Boolean[]","True","True","True","System.Boolean[]","2026-05-15 02:58:06","468490b9b3f21558f1f6a41697dd19d5e22bbf35","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.67","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.31","High performance","0.84","127","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"122095","128465","5517.283661368156","118822","128465","108397.75760952836","135792.24239047166","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3807.187","3","False","20","True","System.Boolean[]","System.Boolean[]","ci-windows-small","System.String[]","True","False","System.Boolean[]","True","True","True","System.Boolean[]","2026-05-15 02:58:06","468490b9b3f21558f1f6a41697dd19d5e22bbf35","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.67","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.31","High performance","0.84","127","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5453.9506","3","False","20","True","System.Boolean[]","System.Boolean[]","ci-windows-small","System.String[]","True","False","System.Boolean[]","True","True","True","System.Boolean[]","2026-05-15 02:58:06","468490b9b3f21558f1f6a41697dd19d5e22bbf35","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.67","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.31","High performance","0.84","127","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"78557.33333333333","86471","6871.687589910744","74100","86471","61497.639410098825","95617.02725656783","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","79162.67","3","False","20","True","System.Boolean[]","System.Boolean[]","ci-windows-small","System.String[]","True","False","System.Boolean[]","True","True","True","System.Boolean[]","2026-05-15 02:58:06","468490b9b3f21558f1f6a41697dd19d5e22bbf35","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.67","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.31","High performance","0.84","127","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
