"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","Common","CILabel","Dedicated","InstrumentPropertyAccessors","JS","Enabled","TestKIR","JVM","Reference","Methods","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"85981.66666666667","94554","7452.303290482301","81045","94554","67480.5326300431","104482.80070329024","commonmain-plain-jar","4013.1878","3","False","20","System.Boolean[]","True","ci-windows-small","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","2026-04-16 13:02:00","e1cd4b979dd85f9ec1fe6c2bdc7d4832baf3c561","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","13.36","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.18","High performance","0.08","146","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8414.5666","3","False","20","System.Boolean[]","True","ci-windows-small","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","2026-04-16 13:02:00","e1cd4b979dd85f9ec1fe6c2bdc7d4832baf3c561","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","13.36","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.18","High performance","0.08","146","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"15870.666666666666","18476","2360.3114907429767","13875","18476","10010.94282609382","21730.390507239514","commonmain-plain-win-exe","153206.5992","3","False","20","System.Boolean[]","True","ci-windows-small","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","2026-04-16 13:02:00","e1cd4b979dd85f9ec1fe6c2bdc7d4832baf3c561","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","13.36","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.18","High performance","0.08","146","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"133434.66666666666","140658","9660.058453929423","122462","140658","109452.54606698286","157416.78726635044","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","9442.8838","3","False","20","System.Boolean[]","True","ci-windows-small","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","2026-04-16 13:02:00","e1cd4b979dd85f9ec1fe6c2bdc7d4832baf3c561","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","13.36","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.18","High performance","0.08","146","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","9760.6335","3","False","20","System.Boolean[]","True","ci-windows-small","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","2026-04-16 13:02:00","e1cd4b979dd85f9ec1fe6c2bdc7d4832baf3c561","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","13.36","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.18","High performance","0.08","146","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"93804.33333333333","94796","1082.208082271304","92650","94796","91117.63688457367","96491.02978209298","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","128035.7733","3","False","20","System.Boolean[]","True","ci-windows-small","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","2026-04-16 13:02:00","e1cd4b979dd85f9ec1fe6c2bdc7d4832baf3c561","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","13.36","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.18","High performance","0.08","146","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
