"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","CILabel","Enabled","JVM","FlushEarly","InstrumentPropertyAccessors","Common","TestKIR","Native","Dedicated","Methods","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"93281.66666666667","138754","40481.32075826249","61168","138754","-7217.509512151388","193780.84284548473","commonmain-plain-jar","2791.6553","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","False","System.String[]","True","2026-06-25 03:24:59","eae815895e1bf2317f5e0bf399dc3e90e07c7558","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.15","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.67","High performance","0.56","129","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8264.8511","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","False","System.String[]","True","2026-06-25 03:24:59","eae815895e1bf2317f5e0bf399dc3e90e07c7558","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.15","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.67","High performance","0.56","129","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11905.333333333334","12352","441.59068528823536","11469","12352","10809.03757893532","13001.629087731348","commonmain-plain-win-exe","89586.0844","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","False","System.String[]","True","2026-06-25 03:24:59","eae815895e1bf2317f5e0bf399dc3e90e07c7558","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.15","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.67","High performance","0.56","129","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"130810.66666666667","143072","16179.186331003588","112473","143072","90644.11905772833","170977.21427560502","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3543.942","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","False","System.String[]","True","2026-06-25 03:24:59","eae815895e1bf2317f5e0bf399dc3e90e07c7558","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.15","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.67","High performance","0.56","129","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5565.7931","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","False","System.String[]","True","2026-06-25 03:24:59","eae815895e1bf2317f5e0bf399dc3e90e07c7558","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.15","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.67","High performance","0.56","129","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"75807.33333333333","77478","1709.7562204400174","74061","77478","71562.6820126187","80051.98465404796","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","46429.6746","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","False","System.String[]","True","2026-06-25 03:24:59","eae815895e1bf2317f5e0bf399dc3e90e07c7558","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.15","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.67","High performance","0.56","129","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
