"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Dedicated","CILabel","Native","Common","InstrumentPropertyAccessors","JS","Methods","TestKIR","Reference","JVM","FlushEarly","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"77786","83810","8321.401384382321","68291","83810","57127.23768397535","98444.76231602466","commonmain-plain-jar","1971.5172","3","False","20","False","ci-linux-small","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-04-26 01:31:10","a08199748805ca9f51d729d6ffcfe9558436d8ab","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.83","145","86","0.02","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6332.7776","3","False","20","False","ci-linux-small","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-04-26 01:31:10","a08199748805ca9f51d729d6ffcfe9558436d8ab","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.83","145","86","0.02","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11533.666666666666","11686","187.68679584172494","11324","11686","11067.714271625666","11999.619061707666","commonmain-plain-linux-exe","16384.361","3","False","20","False","ci-linux-small","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-04-26 01:31:10","a08199748805ca9f51d729d6ffcfe9558436d8ab","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.83","145","86","0.02","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"158533.33333333334","255020","83901.28934845598","102729","255020","-49760.52422662394","366827.1908932906","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2376.0015","3","False","20","False","ci-linux-small","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-04-26 01:31:10","a08199748805ca9f51d729d6ffcfe9558436d8ab","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.83","145","86","0.02","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4562.8775","3","False","20","False","ci-linux-small","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-04-26 01:31:10","a08199748805ca9f51d729d6ffcfe9558436d8ab","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.83","145","86","0.02","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46550","47447","915.5309934677252","45617","47447","44277.097118220845","48822.902881779155","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20687.2473","3","False","20","False","ci-linux-small","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-04-26 01:31:10","a08199748805ca9f51d729d6ffcfe9558436d8ab","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.83","145","86","0.02","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
