"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","JS","Methods","Dedicated","JVM","Reference","InstrumentPropertyAccessors","Enabled","Common","TestKIR","Native","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"78473","124867","40569.115297230725","49659","124867","-22244.135441856837","179190.13544185684","commonmain-plain-jar","2039.9391","3","False","20","System.Boolean[]","True","System.String[]","False","True","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","2026-08-26 00:37:38","785aa5a694cec15c7c9b656e85828bd8fa7b6147","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.92","145","83","0.02","160","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6336.2284","3","False","20","System.Boolean[]","True","System.String[]","False","True","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","2026-08-26 00:37:38","785aa5a694cec15c7c9b656e85828bd8fa7b6147","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.92","145","83","0.02","160","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8366.666666666666","8559","169.15771733306562","8241","8559","7946.7146760243495","8786.618657308984","commonmain-plain-linux-exe","16770.8978","3","False","20","System.Boolean[]","True","System.String[]","False","True","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","2026-08-26 00:37:38","785aa5a694cec15c7c9b656e85828bd8fa7b6147","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.92","145","83","0.02","160","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"106091.33333333333","114468","7741.61593811869","99200","114468","86871.94993624058","125310.71673042608","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2356.4876","3","False","20","System.Boolean[]","True","System.String[]","False","True","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","2026-08-26 00:37:38","785aa5a694cec15c7c9b656e85828bd8fa7b6147","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.92","145","83","0.02","160","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3877.4008","3","False","20","System.Boolean[]","True","System.String[]","False","True","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","2026-08-26 00:37:38","785aa5a694cec15c7c9b656e85828bd8fa7b6147","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.92","145","83","0.02","160","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46508","46819","276.7182682802131","46289","46819","45821.017523270544","47194.982476729456","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19934.2931","3","False","20","System.Boolean[]","True","System.String[]","False","True","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","2026-08-26 00:37:38","785aa5a694cec15c7c9b656e85828bd8fa7b6147","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.92","145","83","0.02","160","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
