"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","CILabel","Native","IOA","JVM","JS","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"50343.64","46564.5","9944.092375570408","41759","89062","47587.27822060758","53100.00177939242","commonmain_plain_jar","1150.9166","50","False","10","ci-linux-large","True","True","True","True","True","2026-04-11 02:39:02","f7e427277bcfcdf347378afe2bb8c9b306489f55","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","11.47","145","84","0.13","156","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"46395.32","45026","4106.858263133679","40396","56465","45256.95696772434","47533.68303227566","commonmain_ioa_jar","1931.4982","50","False","10","ci-linux-large","True","True","True","True","True","2026-04-11 02:39:02","f7e427277bcfcdf347378afe2bb8c9b306489f55","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","11.47","145","84","0.13","156","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"4536.3","4446.5","358.7516479376216","4101","6289","4436.859116576732","4635.740883423268","commonmain_plain_exe","1151.6756","50","False","10","ci-linux-large","True","True","True","True","True","2026-04-11 02:39:02","f7e427277bcfcdf347378afe2bb8c9b306489f55","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","11.47","145","84","0.13","156","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"4449.94","4376.5","366.17757541211324","3888","6339","4348.440754496597","4551.439245503402","commonmain_ioa_exe","2767.2461","50","False","10","ci-linux-large","True","True","True","True","True","2026-04-11 02:39:02","f7e427277bcfcdf347378afe2bb8c9b306489f55","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","11.47","145","84","0.13","156","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
,,,,,,,"commonmain_plain_node","935.0489","50","False","10","ci-linux-large","True","True","True","True","True","2026-04-11 02:39:02","f7e427277bcfcdf347378afe2bb8c9b306489f55","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","11.47","145","84","0.13","156","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
,,,,,,,"commonmain_ioa_node","3112.8841","50","False","10","ci-linux-large","True","True","True","True","True","2026-04-11 02:39:02","f7e427277bcfcdf347378afe2bb8c9b306489f55","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","11.47","145","84","0.13","156","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
