"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","Methods","JS","TestKIR","Native","Reference","InstrumentPropertyAccessors","CILabel","Common","FlushEarly","Enabled","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"70643","80566","9000.133165681495","63007","80566","48299.21398442063","92986.78601557936","commonmain-plain-jar","1851.7324","3","False","20","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","False","2026-06-11 02:35:05","5844d318f8f51de3b0d41373500b32e3ccc24635","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.1","145","85","0.04","160","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6307.8719","3","False","20","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","False","2026-06-11 02:35:05","5844d318f8f51de3b0d41373500b32e3ccc24635","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.1","145","85","0.04","160","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11394","11781","335.1551879353802","11199","11781","10561.941666708397","12226.058333291603","commonmain-plain-linux-exe","18178.7773","3","False","20","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","False","2026-06-11 02:35:05","5844d318f8f51de3b0d41373500b32e3ccc24635","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.1","145","85","0.04","160","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"117218.66666666667","149393","28353.42230372435","95885","149393","46828.285868806386","187609.04746452696","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2370.6558","3","False","20","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","False","2026-06-11 02:35:05","5844d318f8f51de3b0d41373500b32e3ccc24635","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.1","145","85","0.04","160","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4492.5391","3","False","20","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","False","2026-06-11 02:35:05","5844d318f8f51de3b0d41373500b32e3ccc24635","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.1","145","85","0.04","160","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"50807","61942","9662.372431240683","44631","61942","26819.134705994922","74794.86529400508","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20956.0171","3","False","20","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","False","2026-06-11 02:35:05","5844d318f8f51de3b0d41373500b32e3ccc24635","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.1","145","85","0.04","160","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
