"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","Reference","FlushEarly","InstrumentPropertyAccessors","Native","CILabel","TestKIR","JVM","Common","Enabled","Methods","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"78187.33333333333","82773","5170.1706290347265","72584","82773","65351.835894286494","91022.83077238017","commonmain-plain-jar","2739.7305","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","True","System.Boolean[]","System.String[]","False","2026-08-30 03:39:28","fd5a755b86431405766cb8bbc697a6af76b82293","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.72","High performance","0.08","150","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7470.0022","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","True","System.Boolean[]","System.String[]","False","2026-08-30 03:39:28","fd5a755b86431405766cb8bbc697a6af76b82293","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.72","High performance","0.08","150","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13373.333333333334","13771","344.8337763812201","13157","13771","12517.246876770032","14229.419789896636","commonmain-plain-win-exe","91155.3647","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","True","System.Boolean[]","System.String[]","False","2026-08-30 03:39:28","fd5a755b86431405766cb8bbc697a6af76b82293","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.72","High performance","0.08","150","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"129793.66666666667","162684","28612.7275234874","110636","162684","58759.53313354675","200827.8001997866","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3203.6697","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","True","System.Boolean[]","System.String[]","False","2026-08-30 03:39:28","fd5a755b86431405766cb8bbc697a6af76b82293","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.72","High performance","0.08","150","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5954.2244","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","True","System.Boolean[]","System.String[]","False","2026-08-30 03:39:28","fd5a755b86431405766cb8bbc697a6af76b82293","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.72","High performance","0.08","150","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"86631","100819","12288.443229311026","79360","100819","56123.63517263414","117138.36482736586","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","43569.6975","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","True","System.Boolean[]","System.String[]","False","2026-08-30 03:39:28","fd5a755b86431405766cb8bbc697a6af76b82293","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.72","High performance","0.08","150","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
