"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Dedicated","Enabled","TestKIR","Common","Native","CILabel","JS","Reference","Methods","JVM","InstrumentPropertyAccessors","FlushEarly","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"62418","70472","7634.055016830833","55288","70472","43465.64800840452","81370.35199159548","commonmain-plain-jar","2815.5046","3","False","20","False","System.Boolean[]","System.Boolean[]","True","True","ci-linux-small","True","True","System.String[]","True","System.Boolean[]","System.Boolean[]","2026-04-23 11:09:41","5dcd4a87bb55edc505f0f32e7d5931e88dc7a881","ps1-to-py","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.64","145","89","0.03","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"253602","264198","9197.461388883348","247682","264198","230768.32572244815","276435.6742775519","commonmain-plain-node","6903.5688","3","False","20","False","System.Boolean[]","System.Boolean[]","True","True","ci-linux-small","True","True","System.String[]","True","System.Boolean[]","System.Boolean[]","2026-04-23 11:09:41","5dcd4a87bb55edc505f0f32e7d5931e88dc7a881","ps1-to-py","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.64","145","89","0.03","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8273","8443","158.2371637764024","8130","8443","7880.159442860932","8665.840557139069","commonmain-plain-linux-exe","17972.3439","3","False","20","False","System.Boolean[]","System.Boolean[]","True","True","ci-linux-small","True","True","System.String[]","True","System.Boolean[]","System.Boolean[]","2026-04-23 11:09:41","5dcd4a87bb55edc505f0f32e7d5931e88dc7a881","ps1-to-py","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.64","145","89","0.03","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"102659.66666666667","106254","5268.412885616818","96612","106254","89580.27239650094","115739.06093683241","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3937.8894","3","False","20","False","System.Boolean[]","System.Boolean[]","True","True","ci-linux-small","True","True","System.String[]","True","System.Boolean[]","System.Boolean[]","2026-04-23 11:09:41","5dcd4a87bb55edc505f0f32e7d5931e88dc7a881","ps1-to-py","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.64","145","89","0.03","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"3893829.6666666665","3962882","66317.80640471558","3830635","3962882","3729188.672133406","4058470.661199927","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4634.229","3","False","20","False","System.Boolean[]","System.Boolean[]","True","True","ci-linux-small","True","True","System.String[]","True","System.Boolean[]","System.Boolean[]","2026-04-23 11:09:41","5dcd4a87bb55edc505f0f32e7d5931e88dc7a881","ps1-to-py","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.64","145","89","0.03","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46509.666666666664","47451","1016.978531402376","45431","47451","43984.909502546165","49034.423830787164","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","40825.2015","3","False","20","False","System.Boolean[]","System.Boolean[]","True","True","ci-linux-small","True","True","System.String[]","True","System.Boolean[]","System.Boolean[]","2026-04-23 11:09:41","5dcd4a87bb55edc505f0f32e7d5931e88dc7a881","ps1-to-py","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.64","145","89","0.03","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
