"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","Common","TestKIR","CILabel","Native","JVM","Reference","FlushEarly","InstrumentPropertyAccessors","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"46552.666666666664","53903","7136.133430180053","39652","53903","28836.457872050236","64268.875461283096","CommonMain-plain-jar","2036.7713","3","False","20","True","True","System.Boolean[]","linux-small","True","True","True","System.Boolean[]","System.Boolean[]","False","2026-04-10 17:02:35","82b5f6fab47d6237da9e664c020b69026f7f98c6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"CommonMain-plain-node","6417.176","3","False","20","True","True","System.Boolean[]","linux-small","True","True","True","System.Boolean[]","System.Boolean[]","False","2026-04-10 17:02:35","82b5f6fab47d6237da9e664c020b69026f7f98c6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"7227","7246","20.663978319771825","7205","7246","7175.69948018457","7278.30051981543","CommonMain-plain-exe","2369.3847","3","False","20","True","True","System.Boolean[]","linux-small","True","True","True","System.Boolean[]","System.Boolean[]","False","2026-04-10 17:02:35","82b5f6fab47d6237da9e664c020b69026f7f98c6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"93980","104239","8964.227072090487","87658","104239","71725.35467346199","116234.64532653801","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","1953.4696","3","False","20","True","True","System.Boolean[]","linux-small","True","True","True","System.Boolean[]","System.Boolean[]","False","2026-04-10 17:02:35","82b5f6fab47d6237da9e664c020b69026f7f98c6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","4292.3522","3","False","20","True","True","System.Boolean[]","linux-small","True","True","True","System.Boolean[]","System.Boolean[]","False","2026-04-10 17:02:35","82b5f6fab47d6237da9e664c020b69026f7f98c6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"48250.333333333336","50703","2137.8129790356625","46782","50703","42942.985667963076","53557.680998703596","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","15528.828","3","False","20","True","True","System.Boolean[]","linux-small","True","True","True","System.Boolean[]","System.Boolean[]","False","2026-04-10 17:02:35","82b5f6fab47d6237da9e664c020b69026f7f98c6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
