"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","Reference","FlushEarly","TestKIR","JS","JVM","Native","Dedicated","Enabled","InstrumentPropertyAccessors","Methods","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"77250","112102","30183.37999628272","59624","112102","2316.554966601645","152183.44503339834","commonmain-plain-jar","1957.1926","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","True","True","False","System.Boolean[]","System.Boolean[]","System.String[]","ci-linux-small","2026-08-21 00:38:14","e1d114b06592424bd1467604ae97300953e99a33","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.06","145","82","0.03","160","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6295.8971","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","True","True","False","System.Boolean[]","System.Boolean[]","System.String[]","ci-linux-small","2026-08-21 00:38:14","e1d114b06592424bd1467604ae97300953e99a33","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.06","145","82","0.03","160","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8020.666666666667","8233","187.2814281591566","7879","8233","7555.720639930469","8485.612693402865","commonmain-plain-linux-exe","15598.3543","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","True","True","False","System.Boolean[]","System.Boolean[]","System.String[]","ci-linux-small","2026-08-21 00:38:14","e1d114b06592424bd1467604ae97300953e99a33","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.06","145","82","0.03","160","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"88213","93419","4556.291364695634","84952","93419","76901.52300257242","99524.47699742758","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2102.9971","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","True","True","False","System.Boolean[]","System.Boolean[]","System.String[]","ci-linux-small","2026-08-21 00:38:14","e1d114b06592424bd1467604ae97300953e99a33","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.06","145","82","0.03","160","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4433.1069","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","True","True","False","System.Boolean[]","System.Boolean[]","System.String[]","ci-linux-small","2026-08-21 00:38:14","e1d114b06592424bd1467604ae97300953e99a33","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.06","145","82","0.03","160","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"42115.666666666664","43714","1387.284517802074","41224","43714","38671.58558054546","45559.747752787865","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","18961.8379","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","True","True","False","System.Boolean[]","System.Boolean[]","System.String[]","ci-linux-small","2026-08-21 00:38:14","e1d114b06592424bd1467604ae97300953e99a33","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.06","145","82","0.03","160","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
