"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","JVM","InstrumentPropertyAccessors","JS","Native","CILabel","Dedicated","FlushEarly","TestKIR","Enabled","Reference","Methods","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"67037","69730","4402.068718227829","61957","69730","56108.39709432171","77965.60290567829","commonmain-plain-jar","2771.4363","3","False","20","True","True","System.Boolean[]","True","True","ci-windows-small","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-08-15 01:07:28","af0a52977486d1935b0759589ba2cb75a8b97b2a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.16","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.36","High performance","0.13","137","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8112.4538","3","False","20","True","True","System.Boolean[]","True","True","ci-windows-small","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-08-15 01:07:28","af0a52977486d1935b0759589ba2cb75a8b97b2a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.16","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.36","High performance","0.13","137","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13630.333333333334","15168","1331.6922817728325","12852","15168","10324.265874688379","16936.40079197829","commonmain-plain-win-exe","99514.6643","3","False","20","True","True","System.Boolean[]","True","True","ci-windows-small","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-08-15 01:07:28","af0a52977486d1935b0759589ba2cb75a8b97b2a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.16","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.36","High performance","0.13","137","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"114842","120677","6167.266736569774","108389","120677","99531.10562475203","130152.89437524797","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","5544.4169","3","False","20","True","True","System.Boolean[]","True","True","ci-windows-small","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-08-15 01:07:28","af0a52977486d1935b0759589ba2cb75a8b97b2a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.16","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.36","High performance","0.13","137","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","9363.4249","3","False","20","True","True","System.Boolean[]","True","True","ci-windows-small","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-08-15 01:07:28","af0a52977486d1935b0759589ba2cb75a8b97b2a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.16","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.36","High performance","0.13","137","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"80892","85530","4017.9720008979652","78469","85530","70916.95796984628","90867.04203015372","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","60436.0487","3","False","20","True","True","System.Boolean[]","True","True","ci-windows-small","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-08-15 01:07:28","af0a52977486d1935b0759589ba2cb75a8b97b2a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.16","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.36","High performance","0.13","137","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
