"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Methods","CILabel","TestKIR","JVM","InstrumentPropertyAccessors","Dedicated","Enabled","Native","JS","Reference","Common","FlushEarly","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"56007.333333333336","60264","3878.3286778370566","52674","60264","46378.970676866535","65635.69598980014","commonmain-plain-jar","1979.8964","3","False","20","System.String[]","ci-linux-small","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","True","True","True","System.Boolean[]","2026-05-21 02:07:38","8833d57b38e80f8d4c3d9da9038bc7142ba09168","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.88","145","86","0.11","153","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6104.927","3","False","20","System.String[]","ci-linux-small","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","True","True","True","System.Boolean[]","2026-05-21 02:07:38","8833d57b38e80f8d4c3d9da9038bc7142ba09168","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.88","145","86","0.11","153","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8646.666666666666","10062","1237.3105242150546","7770","10062","5574.911940491776","11718.421392841556","commonmain-plain-linux-exe","16762.6037","3","False","20","System.String[]","ci-linux-small","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","True","True","True","System.Boolean[]","2026-05-21 02:07:38","8833d57b38e80f8d4c3d9da9038bc7142ba09168","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.88","145","86","0.11","153","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"110275","115195","8346.503998681124","100638","115195","89553.9177791474","130996.0822208526","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2122.9726","3","False","20","System.String[]","ci-linux-small","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","True","True","True","System.Boolean[]","2026-05-21 02:07:38","8833d57b38e80f8d4c3d9da9038bc7142ba09168","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.88","145","86","0.11","153","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4438.3347","3","False","20","System.String[]","ci-linux-small","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","True","True","True","System.Boolean[]","2026-05-21 02:07:38","8833d57b38e80f8d4c3d9da9038bc7142ba09168","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.88","145","86","0.11","153","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"47382.333333333336","48865","1449.708361475967","45968","48865","43783.27842853155","50981.38823813512","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20050.8001","3","False","20","System.String[]","ci-linux-small","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","True","True","True","System.Boolean[]","2026-05-21 02:07:38","8833d57b38e80f8d4c3d9da9038bc7142ba09168","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.88","145","86","0.11","153","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
