"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","Reference","InstrumentPropertyAccessors","Dedicated","JVM","FlushEarly","JS","TestKIR","CILabel","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"60778.333333333336","69139","7269.044595635202","55955","69139","42732.15846095541","78824.50820571126","commonmain-plain-jar","1922.7209","3","False","20","True","True","System.Boolean[]","False","True","System.Boolean[]","True","System.Boolean[]","ci-linux-small","True","2026-04-10 20:13:47","94c7346734715bfb0d3416cc02568743a7897fbc","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.65","145","86","0.02","168","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6358.565","3","False","20","True","True","System.Boolean[]","False","True","System.Boolean[]","True","System.Boolean[]","ci-linux-small","True","2026-04-10 20:13:47","94c7346734715bfb0d3416cc02568743a7897fbc","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.65","145","86","0.02","168","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8916.666666666666","9937","896.1921296983886","8257","9937","6691.774567160614","11141.558766172719","commonmain-plain-exe","2551.9638","3","False","20","True","True","System.Boolean[]","False","True","System.Boolean[]","True","System.Boolean[]","ci-linux-small","True","2026-04-10 20:13:47","94c7346734715bfb0d3416cc02568743a7897fbc","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.65","145","86","0.02","168","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"104933.66666666667","109026","3557.991615129711","102573","109026","96100.57477455752","113766.75855877582","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2088.4425","3","False","20","True","True","System.Boolean[]","False","True","System.Boolean[]","True","System.Boolean[]","ci-linux-small","True","2026-04-10 20:13:47","94c7346734715bfb0d3416cc02568743a7897fbc","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.65","145","86","0.02","168","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","4090.9724","3","False","20","True","True","System.Boolean[]","False","True","System.Boolean[]","True","System.Boolean[]","ci-linux-small","True","2026-04-10 20:13:47","94c7346734715bfb0d3416cc02568743a7897fbc","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.65","145","86","0.02","168","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"52256","59786","6868.020093156397","46336","59786","35205.411026790505","69306.5889732095","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","2893.9742","3","False","20","True","True","System.Boolean[]","False","True","System.Boolean[]","True","System.Boolean[]","ci-linux-small","True","2026-04-10 20:13:47","94c7346734715bfb0d3416cc02568743a7897fbc","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.65","145","86","0.02","168","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
