"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","Reference","JVM","Dedicated","Common","TestKIR","Native","InstrumentPropertyAccessors","Enabled","Methods","CILabel","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"67659","73865","5536.430980333811","63227","73865","53914.22235756431","81403.77764243569","commonmain-plain-jar","2736.683","3","False","20","System.Boolean[]","True","True","False","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","ci-windows-small","True","2026-04-29 02:47:05","597c0c4b409a0abae9cd283c613de06c5d24832e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.08","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8107.5091","3","False","20","System.Boolean[]","True","True","False","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","ci-windows-small","True","2026-04-29 02:47:05","597c0c4b409a0abae9cd283c613de06c5d24832e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.08","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12374","13572","1053.8633687532745","11590","13572","9757.672311553208","14990.327688446792","commonmain-plain-win-exe","89923.4387","3","False","20","System.Boolean[]","True","True","False","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","ci-windows-small","True","2026-04-29 02:47:05","597c0c4b409a0abae9cd283c613de06c5d24832e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.08","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"130914.66666666667","131745","744.4100572489152","130307","131745","129066.58967482414","132762.74365850922","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3435.2665","3","False","20","System.Boolean[]","True","True","False","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","ci-windows-small","True","2026-04-29 02:47:05","597c0c4b409a0abae9cd283c613de06c5d24832e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.08","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5808.7865","3","False","20","System.Boolean[]","True","True","False","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","ci-windows-small","True","2026-04-29 02:47:05","597c0c4b409a0abae9cd283c613de06c5d24832e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.08","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"86223.33333333333","102519","14282.834604284031","75876","102519","50764.68019796389","121681.98646870276","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","44951.8297","3","False","20","System.Boolean[]","True","True","False","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","ci-windows-small","True","2026-04-29 02:47:05","597c0c4b409a0abae9cd283c613de06c5d24832e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.08","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
