"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","Methods","Common","TestKIR","Dedicated","Native","CILabel","JS","FlushEarly","InstrumentPropertyAccessors","JVM","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"97411.33333333333","124319","23340.78941110033","82625","124319","39465.34582006562","155357.32084660104","commonmain-plain-jar","1856.8367","3","False","20","True","System.String[]","True","System.Boolean[]","False","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","2026-05-19 02:09:31","2b577d24ab88b94ebca5ea9f1ef7d4d79c2fd324","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.7","145","86","0.01","159","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6051.8096","3","False","20","True","System.String[]","True","System.Boolean[]","False","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","2026-05-19 02:09:31","2b577d24ab88b94ebca5ea9f1ef7d4d79c2fd324","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.7","145","86","0.01","159","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11865","12015","208.43224318708465","11627","12015","11347.544829638999","12382.455170361001","commonmain-plain-linux-exe","16512.5374","3","False","20","True","System.String[]","True","System.Boolean[]","False","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","2026-05-19 02:09:31","2b577d24ab88b94ebca5ea9f1ef7d4d79c2fd324","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.7","145","86","0.01","159","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"147450.33333333334","236346","77138.11740205574","98159","236346","-44053.23190815534","338953.898574822","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2260.1688","3","False","20","True","System.String[]","True","System.Boolean[]","False","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","2026-05-19 02:09:31","2b577d24ab88b94ebca5ea9f1ef7d4d79c2fd324","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.7","145","86","0.01","159","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4447.7435","3","False","20","True","System.String[]","True","System.Boolean[]","False","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","2026-05-19 02:09:31","2b577d24ab88b94ebca5ea9f1ef7d4d79c2fd324","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.7","145","86","0.01","159","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"51338.666666666664","59004","6673.110319283904","46826","59004","34771.96189823295","67905.37143510039","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20227.8151","3","False","20","True","System.String[]","True","System.Boolean[]","False","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","2026-05-19 02:09:31","2b577d24ab88b94ebca5ea9f1ef7d4d79c2fd324","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.7","145","86","0.01","159","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
