"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","Dedicated","JS","Reference","JVM","InstrumentPropertyAccessors","TestKIR","FlushEarly","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"137981.56","133414","18816.05215718858","123468","214439","132766.01643440092","143197.10356559907","CommonMain-plain-jar","2954.5574","50","False","500","True","False","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-04-10 01:52:22","00cd393b0b6cef79b2b5285c53cbe043d34e65a4","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","11.88","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.22","143","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"191658.18","190770.5","8149.371506228598","169892","208175","189399.28946505062","193917.07053494937","CommonMain-plain-node","8924.3412","50","False","500","True","False","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-04-10 01:52:22","00cd393b0b6cef79b2b5285c53cbe043d34e65a4","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","11.88","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.22","143","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"214383.06","214488.5","11722.384112544716","194142","256883","211133.7808993197","217632.33910068028","CommonMain-plain-exe","4789.5427","50","False","500","True","False","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-04-10 01:52:22","00cd393b0b6cef79b2b5285c53cbe043d34e65a4","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","11.88","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.22","143","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"483440.18","480272.5","35114.420366294195","430472","591300","473706.95925469085","493173.40074530913","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","3305.1591","50","False","500","True","False","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-04-10 01:52:22","00cd393b0b6cef79b2b5285c53cbe043d34e65a4","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","11.88","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.22","143","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"4904043.6","4742524.5","1557688.3204156295","3864345","15450462","4472274.426058337","5335812.773941662","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","5005.0646","50","False","500","True","False","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-04-10 01:52:22","00cd393b0b6cef79b2b5285c53cbe043d34e65a4","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","11.88","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.22","143","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"1853887.16","1785489.5","301414.46673867793","1725801","3674553","1770339.3323555705","1937434.9876444293","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","4190.3283","50","False","500","True","False","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-04-10 01:52:22","00cd393b0b6cef79b2b5285c53cbe043d34e65a4","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","11.88","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.22","143","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
