"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","CILabel","Native","Reference","Dedicated","Enabled","InstrumentPropertyAccessors","JVM","FlushEarly","TestKIR","JS","Common","Methods","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"62576","65006","2819.228795255894","59485","65006","55576.96523345302","69575.03476654697","commonmain-plain-jar","2695.9517","3","False","20","ci-windows-small","True","True","False","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","2026-05-22 03:33:14","09f3591e5afa3d1f93bf6cf0389658bbad713708","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.25","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.29","High performance","0.21","141","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7955.2943","3","False","20","ci-windows-small","True","True","False","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","2026-05-22 03:33:14","09f3591e5afa3d1f93bf6cf0389658bbad713708","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.25","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.29","High performance","0.21","141","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13422","13957","494.7433678181043","12981","13957","12193.747068664872","14650.252931335128","commonmain-plain-win-exe","99167.7441","3","False","20","ci-windows-small","True","True","False","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","2026-05-22 03:33:14","09f3591e5afa3d1f93bf6cf0389658bbad713708","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.25","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.29","High performance","0.21","141","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"114177.33333333333","115128","968.4654528341903","113192","115128","111773.01503678624","116581.65162988042","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3291.0894","3","False","20","ci-windows-small","True","True","False","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","2026-05-22 03:33:14","09f3591e5afa3d1f93bf6cf0389658bbad713708","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.25","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.29","High performance","0.21","141","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5044.8018","3","False","20","ci-windows-small","True","True","False","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","2026-05-22 03:33:14","09f3591e5afa3d1f93bf6cf0389658bbad713708","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.25","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.29","High performance","0.21","141","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"76233","79022","2415.7733751326923","74793","79022","70235.58614373385","82230.41385626615","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","48015.7882","3","False","20","ci-windows-small","True","True","False","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","2026-05-22 03:33:14","09f3591e5afa3d1f93bf6cf0389658bbad713708","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.25","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.29","High performance","0.21","141","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
