"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","InstrumentPropertyAccessors","CILabel","Native","Common","Methods","Reference","TestKIR","JS","JVM","Enabled","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"75737.33333333333","92659","14833.442430310415","64980","92659","38911.73781869462","112562.92884797204","commonmain-plain-jar","1735.7312","3","False","20","System.Boolean[]","System.Boolean[]","ci-linux-small","True","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","False","2026-04-25 01:21:25","d864424854b159682d9529ae08c867b1c54d8966","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.96","145","86","0.07","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5731.7021","3","False","20","System.Boolean[]","System.Boolean[]","ci-linux-small","True","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","False","2026-04-25 01:21:25","d864424854b159682d9529ae08c867b1c54d8966","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.96","145","86","0.07","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11911.333333333334","12217","282.09986411434755","11661","12217","11210.990473648799","12611.676193017869","commonmain-plain-linux-exe","15324.3918","3","False","20","System.Boolean[]","System.Boolean[]","ci-linux-small","True","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","False","2026-04-25 01:21:25","d864424854b159682d9529ae08c867b1c54d8966","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.96","145","86","0.07","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"108125","132522","21274.464482096842","93438","132522","55308.883478903896","160941.1165210961","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2038.3096","3","False","20","System.Boolean[]","System.Boolean[]","ci-linux-small","True","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","False","2026-04-25 01:21:25","d864424854b159682d9529ae08c867b1c54d8966","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.96","145","86","0.07","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4004.5851","3","False","20","System.Boolean[]","System.Boolean[]","ci-linux-small","True","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","False","2026-04-25 01:21:25","d864424854b159682d9529ae08c867b1c54d8966","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.96","145","86","0.07","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46082.666666666664","46993","1402.957709032362","44467","46993","42599.67521948924","49565.65811384409","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","18540.9205","3","False","20","System.Boolean[]","System.Boolean[]","ci-linux-small","True","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","False","2026-04-25 01:21:25","d864424854b159682d9529ae08c867b1c54d8966","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.96","145","86","0.07","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
