"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","TestKIR","InstrumentPropertyAccessors","Reference","JS","Methods","Enabled","CILabel","FlushEarly","Native","Common","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"33817.333333333336","35959","1879.2440856188248","32444","35959","29151.91039490166","38482.756271765014","commonmain-plain-jar","1832.6956","3","False","20","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","ci-windows-small","System.Boolean[]","True","True","False","2026-07-07 02:56:17","a25c35186cb7138c940b94303b1448aab3d43f73","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.85","High performance","0.29","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6188.5866","3","False","20","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","ci-windows-small","System.Boolean[]","True","True","False","2026-07-07 02:56:17","a25c35186cb7138c940b94303b1448aab3d43f73","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.85","High performance","0.29","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"7179.333333333333","7242","92.57609482654436","7073","7242","6949.503350278225","7409.163316388441","commonmain-plain-win-exe","67395.7849","3","False","20","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","ci-windows-small","System.Boolean[]","True","True","False","2026-07-07 02:56:17","a25c35186cb7138c940b94303b1448aab3d43f73","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.85","High performance","0.29","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"76629","97846","19443.54234701074","59662","97846","28358.342045399877","124899.65795460012","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3039.1802","3","False","20","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","ci-windows-small","System.Boolean[]","True","True","False","2026-07-07 02:56:17","a25c35186cb7138c940b94303b1448aab3d43f73","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.85","High performance","0.29","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3599.01","3","False","20","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","ci-windows-small","System.Boolean[]","True","True","False","2026-07-07 02:56:17","a25c35186cb7138c940b94303b1448aab3d43f73","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.85","High performance","0.29","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"51005.333333333336","55478","4144.422315996927","47295","55478","40716.36497229517","61294.301694371505","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","28660.0902","3","False","20","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","ci-windows-small","System.Boolean[]","True","True","False","2026-07-07 02:56:17","a25c35186cb7138c940b94303b1448aab3d43f73","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.85","High performance","0.29","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
