"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","Dedicated","InstrumentPropertyAccessors","JVM","TestKIR","WarmupCount","CILabel","Reference","FlushEarly","Common","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"62709","81821","16807.94553180132","50228","81821","20981.490927566745","104436.50907243325","commonmain-plain-jar","1932.2786","3","False","20","True","False","System.Boolean[]","True","System.Boolean[]","0","ci-linux-small","True","System.Boolean[]","True","True","2026-04-10 19:11:15","ef0733869127e2d0f101f439d285364ac76ff0d8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.95","145","86","0.02","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6185.0962","3","False","20","True","False","System.Boolean[]","True","System.Boolean[]","0","ci-linux-small","True","System.Boolean[]","True","True","2026-04-10 19:11:15","ef0733869127e2d0f101f439d285364ac76ff0d8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.95","145","86","0.02","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"9348","10285","871.7333307841337","8561","10285","7183.829465283909","11512.170534716091","commonmain-plain-exe","2407.3643","3","False","20","True","False","System.Boolean[]","True","System.Boolean[]","0","ci-linux-small","True","System.Boolean[]","True","True","2026-04-10 19:11:15","ef0733869127e2d0f101f439d285364ac76ff0d8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.95","145","86","0.02","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"139293","177644","34994.52747216341","109094","177644","52415.37061826562","226170.62938173438","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2042.8278","3","False","20","True","False","System.Boolean[]","True","System.Boolean[]","0","ci-linux-small","True","System.Boolean[]","True","True","2026-04-10 19:11:15","ef0733869127e2d0f101f439d285364ac76ff0d8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.95","145","86","0.02","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","4219.9772","3","False","20","True","False","System.Boolean[]","True","System.Boolean[]","0","ci-linux-small","True","System.Boolean[]","True","True","2026-04-10 19:11:15","ef0733869127e2d0f101f439d285364ac76ff0d8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.95","145","86","0.02","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"51825","54441","2579.796115975059","49283","54441","45420.38227734603","58229.61772265397","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","2751.587","3","False","20","True","False","System.Boolean[]","True","System.Boolean[]","0","ci-linux-small","True","System.Boolean[]","True","True","2026-04-10 19:11:15","ef0733869127e2d0f101f439d285364ac76ff0d8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.95","145","86","0.02","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
