"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","Native","JS","IOA","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"39787.333333333336","40481","981.7496286392643","38664","40481","37350.03566013505","42224.63100653162","commonmain_plain_jar","1090.0347","3","False","5","True","True","True","True","True","2026-04-09 12:40:36","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.63","145","84","0.1","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"55328.333333333336","76053","18771.597090640247","39467","76053","8725.850809711861","101930.81585695481","commonmain_ioa_jar","1849.1495","3","False","5","True","True","True","True","True","2026-04-09 12:40:36","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.63","145","84","0.1","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"5019.333333333333","7877","2476.7317846979986","3493","7877","-1129.416245872002","11168.082912538668","commonmain_plain_exe","1092.7951","3","False","5","True","True","True","True","True","2026-04-09 12:40:36","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.63","145","84","0.1","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"3564","3745","159.50235107985085","3444","3745","3168.0184810709807","3959.9815189290193","commonmain_ioa_exe","2518.8495","3","False","5","True","True","True","True","True","2026-04-09 12:40:36","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.63","145","84","0.1","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"282378.3333333333","338437","90359.80678007967","178139","338437","58050.520629206556","506706.1460374601","commonmain_plain_node","880.0348","3","False","5","True","True","True","True","True","2026-04-09 12:40:36","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.63","145","84","0.1","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"181389.33333333334","184899","3187.915044873896","178673","184899","173474.99581329344","189303.67085337325","commonmain_ioa_node","4257.7249","3","False","5","True","True","True","True","True","2026-04-09 12:40:36","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.63","145","84","0.1","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
