"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","Native","Reference","Dedicated","JS","Common","FlushEarly","TestKIR","Methods","InstrumentPropertyAccessors","CILabel","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"73154.66666666667","87169","13687.62456868734","59819","87169","39173.68563068454","107135.6477026488","commonmain-plain-jar","2135.7452","3","False","20","True","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","ci-linux-small","System.Boolean[]","2026-07-26 01:45:03","cbdeac80e124ea401a8b44eda10f760fc455b863","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.73","145","83","0.02","159","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6232.2433","3","False","20","True","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","ci-linux-small","System.Boolean[]","2026-07-26 01:45:03","cbdeac80e124ea401a8b44eda10f760fc455b863","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.73","145","83","0.02","159","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8483.333333333334","8892","355.54512137467634","8245","8892","7600.6548257340055","9366.011840932662","commonmain-plain-linux-exe","17431.7016","3","False","20","True","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","ci-linux-small","System.Boolean[]","2026-07-26 01:45:03","cbdeac80e124ea401a8b44eda10f760fc455b863","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.73","145","83","0.02","159","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"119219.33333333333","125775","8942.032561634593","109033","125775","97019.78823511617","141418.8784315505","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2483.7922","3","False","20","True","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","ci-linux-small","System.Boolean[]","2026-07-26 01:45:03","cbdeac80e124ea401a8b44eda10f760fc455b863","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.73","145","83","0.02","159","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4558.381","3","False","20","True","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","ci-linux-small","System.Boolean[]","2026-07-26 01:45:03","cbdeac80e124ea401a8b44eda10f760fc455b863","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.73","145","83","0.02","159","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"50349","54162","3396.857223964528","47646","54162","41915.94133958503","58782.05866041497","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","21492.716","3","False","20","True","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","ci-linux-small","System.Boolean[]","2026-07-26 01:45:03","cbdeac80e124ea401a8b44eda10f760fc455b863","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.73","145","83","0.02","159","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
