"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","CILabel","FlushEarly","Dedicated","TestKIR","Reference","Methods","Common","InstrumentPropertyAccessors","JVM","Native","JS","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"58429.666666666664","59104","590.2154973679811","58007","59104","56964.394038639904","59894.939294693424","commonmain-plain-jar","1848.621","3","False","20","ci-linux-small","System.Boolean[]","False","System.Boolean[]","True","System.String[]","True","System.Boolean[]","True","True","True","System.Boolean[]","2026-05-06 01:49:00","b86ff76551253137b9ea142701110eafb3fa5759","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.79","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5762.9105","3","False","20","ci-linux-small","System.Boolean[]","False","System.Boolean[]","True","System.String[]","True","System.Boolean[]","True","True","True","System.Boolean[]","2026-05-06 01:49:00","b86ff76551253137b9ea142701110eafb3fa5759","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.79","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11055","11611","586.5807702269143","10442","11611","9598.750967954542","12511.249032045458","commonmain-plain-linux-exe","15769.9707","3","False","20","ci-linux-small","System.Boolean[]","False","System.Boolean[]","True","System.String[]","True","System.Boolean[]","True","True","True","System.Boolean[]","2026-05-06 01:49:00","b86ff76551253137b9ea142701110eafb3fa5759","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.79","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"185070.33333333334","245511","52994.46885603565","146567","245511","53505.93863708162","316634.7280295851","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2214.2143","3","False","20","ci-linux-small","System.Boolean[]","False","System.Boolean[]","True","System.String[]","True","System.Boolean[]","True","True","True","System.Boolean[]","2026-05-06 01:49:00","b86ff76551253137b9ea142701110eafb3fa5759","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.79","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3958.6134","3","False","20","ci-linux-small","System.Boolean[]","False","System.Boolean[]","True","System.String[]","True","System.Boolean[]","True","True","True","System.Boolean[]","2026-05-06 01:49:00","b86ff76551253137b9ea142701110eafb3fa5759","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.79","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"56223.333333333336","63993","6852.685337393899","51041","63993","39210.81451920381","73235.85214746287","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","21016.5392","3","False","20","ci-linux-small","System.Boolean[]","False","System.Boolean[]","True","System.String[]","True","System.Boolean[]","True","True","True","System.Boolean[]","2026-05-06 01:49:00","b86ff76551253137b9ea142701110eafb3fa5759","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.79","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
