"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","FlushEarly","JS","Dedicated","Common","TestKIR","InstrumentPropertyAccessors","Methods","Native","JVM","CILabel","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"73284","74546","1600.3262167445737","71484","74546","69311.02028027661","77256.97971972339","commonmain-plain-jar","3804.2164","3","False","20","True","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","ci-windows-small","System.Boolean[]","2026-08-10 01:39:52","b943b3b9d7c2371d69a97f185da6acffbc27e86b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.94","High performance","0.15","136","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","11912.554","3","False","20","True","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","ci-windows-small","System.Boolean[]","2026-08-10 01:39:52","b943b3b9d7c2371d69a97f185da6acffbc27e86b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.94","High performance","0.15","136","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12697","13591","787.1410292952592","12108","13591","10742.838833838587","14651.161166161413","commonmain-plain-win-exe","129699.4041","3","False","20","True","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","ci-windows-small","System.Boolean[]","2026-08-10 01:39:52","b943b3b9d7c2371d69a97f185da6acffbc27e86b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.94","High performance","0.15","136","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"126850.33333333333","148074","18525.636084446152","113922","148074","80858.475118198","172842.19154846866","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4109.3404","3","False","20","True","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","ci-windows-small","System.Boolean[]","2026-08-10 01:39:52","b943b3b9d7c2371d69a97f185da6acffbc27e86b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.94","High performance","0.15","136","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5801.2914","3","False","20","True","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","ci-windows-small","System.Boolean[]","2026-08-10 01:39:52","b943b3b9d7c2371d69a97f185da6acffbc27e86b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.94","High performance","0.15","136","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"82276.66666666667","94847","10908.67821201695","75292","94847","55194.71496715941","109358.61836617393","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","47129.5866","3","False","20","True","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","ci-windows-small","System.Boolean[]","2026-08-10 01:39:52","b943b3b9d7c2371d69a97f185da6acffbc27e86b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.94","High performance","0.15","136","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
