"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","TestKIR","Reference","InstrumentPropertyAccessors","Enabled","Methods","JS","CILabel","Dedicated","JVM","Common","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"76758.33333333333","104724","24329.319643864546","60461","104724","16358.214577315048","137158.4520893516","commonmain-plain-jar","2199.1964","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","ci-linux-small","False","True","True","True","2026-06-30 02:11:03","c99d9802c7e8ed944fc319728652d283eda664ee","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","85","0.02","160","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7147.5102","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","ci-linux-small","False","True","True","True","2026-06-30 02:11:03","c99d9802c7e8ed944fc319728652d283eda664ee","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","85","0.02","160","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8722.333333333334","9201","431.0050270395153","8365","9201","7652.317599284946","9792.349067381721","commonmain-plain-linux-exe","18995.3214","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","ci-linux-small","False","True","True","True","2026-06-30 02:11:03","c99d9802c7e8ed944fc319728652d283eda664ee","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","85","0.02","160","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"114422.66666666667","128844","12585.549544351781","105658","128844","83177.70387214392","145667.6294611894","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2656.9853","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","ci-linux-small","False","True","True","True","2026-06-30 02:11:03","c99d9802c7e8ed944fc319728652d283eda664ee","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","85","0.02","160","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4925.9106","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","ci-linux-small","False","True","True","True","2026-06-30 02:11:03","c99d9802c7e8ed944fc319728652d283eda664ee","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","85","0.02","160","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"47678.666666666664","50326","2306.9062255179197","46099","50326","41951.527066385286","53405.80626694804","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","23480.7474","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","ci-linux-small","False","True","True","True","2026-06-30 02:11:03","c99d9802c7e8ed944fc319728652d283eda664ee","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","85","0.02","160","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
