"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","InstrumentPropertyAccessors","Methods","Native","Dedicated","TestKIR","Common","JS","JVM","Reference","CILabel","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"118254.66666666667","191826","64177.99482948446","73771","191826","-41074.018474002354","277583.3518073357","commonmain-plain-jar","2063.0783","3","False","20","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","True","True","True","True","ci-linux-small","System.Boolean[]","2026-06-29 02:15:54","d0d4a7689a863a2fddeb6e419e6fca67b5b28c80","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","85","0.05","158","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6154.517","3","False","20","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","True","True","True","True","ci-linux-small","System.Boolean[]","2026-06-29 02:15:54","d0d4a7689a863a2fddeb6e419e6fca67b5b28c80","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","85","0.05","158","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"12001.666666666666","12105","95.37994198642255","11917","12105","11764.875835387713","12238.45749794562","commonmain-plain-linux-exe","17476.7635","3","False","20","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","True","True","True","True","ci-linux-small","System.Boolean[]","2026-06-29 02:15:54","d0d4a7689a863a2fddeb6e419e6fca67b5b28c80","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","85","0.05","158","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"174534.66666666666","235812","54444.42341813653","131730","235812","39370.60584642575","309698.72748690756","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2380.2652","3","False","20","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","True","True","True","True","ci-linux-small","System.Boolean[]","2026-06-29 02:15:54","d0d4a7689a863a2fddeb6e419e6fca67b5b28c80","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","85","0.05","158","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4234.2217","3","False","20","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","True","True","True","True","ci-linux-small","System.Boolean[]","2026-06-29 02:15:54","d0d4a7689a863a2fddeb6e419e6fca67b5b28c80","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","85","0.05","158","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"71178.66666666667","86571","20742.051883392185","47591","86571","19684.320941453523","122673.01239187982","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20367.4165","3","False","20","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","True","True","True","True","ci-linux-small","System.Boolean[]","2026-06-29 02:15:54","d0d4a7689a863a2fddeb6e419e6fca67b5b28c80","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","85","0.05","158","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
