"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","Common","CILabel","FlushEarly","InstrumentPropertyAccessors","TestKIR","Reference","JS","JVM","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"72541","84006","11337.718950476767","61335","84006","44393.90912136744","100688.09087863256","commonmain-plain-jar","3092.7646","3","False","20","True","True","ci-windows-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","True","False","2026-04-12 02:31:25","7fe520d4ce2bf3892667932d81e826b04ec47dde","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.56","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.22","High performance","0.23","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8175.1639","3","False","20","True","True","ci-windows-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","True","False","2026-04-12 02:31:25","7fe520d4ce2bf3892667932d81e826b04ec47dde","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.56","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.22","High performance","0.23","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13796.666666666666","16972","2788.6242725281822","11746","16972","6873.610876691324","20719.72245664201","commonmain-plain-exe","4068.8451","3","False","20","True","True","ci-windows-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","True","False","2026-04-12 02:31:25","7fe520d4ce2bf3892667932d81e826b04ec47dde","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.56","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.22","High performance","0.23","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"171598.66666666666","224275","45656.35706375765","143415","224275","58251.9134904606","284945.4198428727","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","5144.1139","3","False","20","True","True","ci-windows-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","True","False","2026-04-12 02:31:25","7fe520d4ce2bf3892667932d81e826b04ec47dde","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.56","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.22","High performance","0.23","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","6563.2317","3","False","20","True","True","ci-windows-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","True","False","2026-04-12 02:31:25","7fe520d4ce2bf3892667932d81e826b04ec47dde","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.56","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.22","High performance","0.23","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"91914.33333333333","102364","9068.40428814978","86107","102364","69401.05700873371","114427.60965793295","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","22316.7167","3","False","20","True","True","ci-windows-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","True","False","2026-04-12 02:31:25","7fe520d4ce2bf3892667932d81e826b04ec47dde","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.56","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.22","High performance","0.23","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
