"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","CILabel","FlushEarly","TestKIR","Reference","InstrumentPropertyAccessors","JS","Dedicated","JVM","Enabled","Common","Methods","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"69930","73958","5024.345131457432","64300","73958","57456.5298391613","82403.4701608387","commonmain-plain-jar","4998.7022","3","False","20","True","ci-windows-small","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","False","True","System.Boolean[]","True","System.String[]","2026-04-16 14:42:34","2d696d91edb8ed82a047ec3d9d33276ecbd7217e","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","13.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.24","High performance","0.12","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","9536.4061","3","False","20","True","ci-windows-small","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","False","True","System.Boolean[]","True","System.String[]","2026-04-16 14:42:34","2d696d91edb8ed82a047ec3d9d33276ecbd7217e","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","13.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.24","High performance","0.12","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12607","13775","1013.6039660538034","11958","13775","10090.620552592805","15123.379447407195","commonmain-plain-win-exe","158978.9451","3","False","20","True","ci-windows-small","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","False","True","System.Boolean[]","True","System.String[]","2026-04-16 14:42:34","2d696d91edb8ed82a047ec3d9d33276ecbd7217e","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","13.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.24","High performance","0.12","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"136194","141565","5536.31077523652","130506","141565","122449.520779479","149938.479220521","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","7278.9471","3","False","20","True","ci-windows-small","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","False","True","System.Boolean[]","True","System.String[]","2026-04-16 14:42:34","2d696d91edb8ed82a047ec3d9d33276ecbd7217e","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","13.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.24","High performance","0.12","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","8323.8588","3","False","20","True","ci-windows-small","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","False","True","System.Boolean[]","True","System.String[]","2026-04-16 14:42:34","2d696d91edb8ed82a047ec3d9d33276ecbd7217e","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","13.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.24","High performance","0.12","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"84053","93122","7862.437980677495","79154","93122","64533.66305608717","103572.33694391283","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","97012.5988","3","False","20","True","ci-windows-small","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","False","True","System.Boolean[]","True","System.String[]","2026-04-16 14:42:34","2d696d91edb8ed82a047ec3d9d33276ecbd7217e","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","13.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.24","High performance","0.12","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
