"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Common","Enabled","Dedicated","FlushEarly","JS","InstrumentPropertyAccessors","CILabel","Methods","Native","JVM","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"153071.33333333334","163749","9403.092806802097","146027","163749","129727.15723147779","176415.5094351889","commonmain-plain-jar","2545.9285","3","False","20","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","ci-windows-small","System.String[]","True","True","True","2026-06-28 03:38:53","0fc5259cba0308e8711defbd12cfa6d94f1002a2","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.39","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.68","High performance","0.15","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7771.4606","3","False","20","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","ci-windows-small","System.String[]","True","True","True","2026-06-28 03:38:53","0fc5259cba0308e8711defbd12cfa6d94f1002a2","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.39","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.68","High performance","0.15","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12805.666666666666","13029","196.5536398374076","12659","13029","12317.701390124255","13293.631943209077","commonmain-plain-win-exe","84680.1249","3","False","20","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","ci-windows-small","System.String[]","True","True","True","2026-06-28 03:38:53","0fc5259cba0308e8711defbd12cfa6d94f1002a2","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.39","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.68","High performance","0.15","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"119862","132771","14312.328357049388","104471","132771","84330.12549240705","155393.87450759293","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","5653.3758","3","False","20","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","ci-windows-small","System.String[]","True","True","True","2026-06-28 03:38:53","0fc5259cba0308e8711defbd12cfa6d94f1002a2","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.39","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.68","High performance","0.15","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","8802.7953","3","False","20","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","ci-windows-small","System.String[]","True","True","True","2026-06-28 03:38:53","0fc5259cba0308e8711defbd12cfa6d94f1002a2","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.39","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.68","High performance","0.15","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"86716.66666666667","99769","11591.353516019313","77624","99769","57939.901053859445","115493.4322794739","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","60495.3367","3","False","20","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","ci-windows-small","System.String[]","True","True","True","2026-06-28 03:38:53","0fc5259cba0308e8711defbd12cfa6d94f1002a2","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.39","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.68","High performance","0.15","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
