"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Dedicated","FlushEarly","Reference","CILabel","InstrumentPropertyAccessors","JS","JVM","Common","Enabled","TestKIR","Native","Methods","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"78369.66666666667","128453","43439.347052336474","50936","128453","-29473.123803911905","186212.45713724525","commonmain-plain-jar","1986.228","3","False","20","False","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-07-31 02:38:53","362825322040d7bc49b80bf4bfee856202efac52","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.12","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.45","High performance","0.24","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5945.6357","3","False","20","False","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-07-31 02:38:53","362825322040d7bc49b80bf4bfee856202efac52","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.12","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.45","High performance","0.24","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"10782","12503","1490.4438936102224","9915","12503","7081.8148122920475","14482.185187707953","commonmain-plain-win-exe","83274.1313","3","False","20","False","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-07-31 02:38:53","362825322040d7bc49b80bf4bfee856202efac52","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.12","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.45","High performance","0.24","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"96576","104540","8809.67269539567","87113","104540","74705.0523207155","118446.9476792845","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3195.3786","3","False","20","False","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-07-31 02:38:53","362825322040d7bc49b80bf4bfee856202efac52","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.12","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.45","High performance","0.24","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4838.2358","3","False","20","False","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-07-31 02:38:53","362825322040d7bc49b80bf4bfee856202efac52","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.12","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.45","High performance","0.24","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"65352.666666666664","69174","5240.220447016836","59379","69174","52343.263118164614","78362.07021516871","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","35892.7516","3","False","20","False","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-07-31 02:38:53","362825322040d7bc49b80bf4bfee856202efac52","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.12","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.45","High performance","0.24","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
