"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","Native","JVM","CILabel","Reference","InstrumentPropertyAccessors","FlushEarly","Enabled","Methods","Common","Dedicated","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"69625","74465","5237.850799707834","64064","74465","56621.47935249841","82628.52064750159","commonmain-plain-jar","1790.9041","3","False","20","True","True","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","2026-04-19 01:28:32","82288bb2fc93d528155440ec0a7c596fe4aaf597","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","87","0.02","145","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5922.3217","3","False","20","True","True","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","2026-04-19 01:28:32","82288bb2fc93d528155440ec0a7c596fe4aaf597","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","87","0.02","145","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"10882.333333333334","11726","1034.594767690874","9728","11726","8313.841992530764","13450.824674135903","commonmain-plain-linux-exe","16948.1731","3","False","20","True","True","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","2026-04-19 01:28:32","82288bb2fc93d528155440ec0a7c596fe4aaf597","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","87","0.02","145","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"155325.66666666666","166014","14178.053897955577","139242","166014","120127.14275801706","190524.19057531626","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2290.6322","3","False","20","True","True","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","2026-04-19 01:28:32","82288bb2fc93d528155440ec0a7c596fe4aaf597","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","87","0.02","145","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4039.0694","3","False","20","True","True","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","2026-04-19 01:28:32","82288bb2fc93d528155440ec0a7c596fe4aaf597","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","87","0.02","145","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"72717.66666666667","87651","20063.356008737257","49912","87651","22908.255498952145","122527.0778343812","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20327.1116","3","False","20","True","True","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","2026-04-19 01:28:32","82288bb2fc93d528155440ec0a7c596fe4aaf597","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","87","0.02","145","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
