"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","InstrumentPropertyAccessors","JVM","Dedicated","JS","CILabel","FlushEarly","TestKIR","Native","Methods","Common","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"48833.666666666664","68704","17216.952759804313","38350","68704","6090.753731524877","91576.57960180845","commonmain-plain-jar","1474.8932","3","False","20","True","System.Boolean[]","True","False","True","ci-linux-small","System.Boolean[]","System.Boolean[]","True","System.String[]","True","System.Boolean[]","2026-08-07 02:04:34","c4a1e1f6aee899e5323e7f3b8ff455f88f676a81","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.62","13.99","145","83","0.02","158","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","4832.3229","3","False","20","True","System.Boolean[]","True","False","True","ci-linux-small","System.Boolean[]","System.Boolean[]","True","System.String[]","True","System.Boolean[]","2026-08-07 02:04:34","c4a1e1f6aee899e5323e7f3b8ff455f88f676a81","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.62","13.99","145","83","0.02","158","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"7120.666666666667","7916","688.9421843183457","6708","7916","5410.294557705839","8831.038775627496","commonmain-plain-linux-exe","12612.1429","3","False","20","True","System.Boolean[]","True","False","True","ci-linux-small","System.Boolean[]","System.Boolean[]","True","System.String[]","True","System.Boolean[]","2026-08-07 02:04:34","c4a1e1f6aee899e5323e7f3b8ff455f88f676a81","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.62","13.99","145","83","0.02","158","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"74564.66666666667","79616","4376.63481836597","71905","79616","63699.206117395064","85430.12721593828","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","1868.0198","3","False","20","True","System.Boolean[]","True","False","True","ci-linux-small","System.Boolean[]","System.Boolean[]","True","System.String[]","True","System.Boolean[]","2026-08-07 02:04:34","c4a1e1f6aee899e5323e7f3b8ff455f88f676a81","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.62","13.99","145","83","0.02","158","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3114.9484","3","False","20","True","System.Boolean[]","True","False","True","ci-linux-small","System.Boolean[]","System.Boolean[]","True","System.String[]","True","System.Boolean[]","2026-08-07 02:04:34","c4a1e1f6aee899e5323e7f3b8ff455f88f676a81","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.62","13.99","145","83","0.02","158","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"35241","37005","1530.0316990180302","34274","37005","31442.533882824104","39039.4661171759","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","14778.4669","3","False","20","True","System.Boolean[]","True","False","True","ci-linux-small","System.Boolean[]","System.Boolean[]","True","System.String[]","True","System.Boolean[]","2026-08-07 02:04:34","c4a1e1f6aee899e5323e7f3b8ff455f88f676a81","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.62","13.99","145","83","0.02","158","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
