"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","Enabled","CILabel","Native","InstrumentPropertyAccessors","TestKIR","Methods","FlushEarly","JVM","Dedicated","Common","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"94558","143959","42986.868727554465","65671","143959","-12161.464995332499","201277.4649953325","commonmain-plain-jar","3839.108","3","False","20","True","System.Boolean[]","ci-windows-small","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","True","2026-04-29 15:44:51","e133a7f7c4e15673325b7a335a669fe9bda6abe8","LB_otel_analysis","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","13.1","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.46","High performance","0.06","146","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8456.998","3","False","20","True","System.Boolean[]","ci-windows-small","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","True","2026-04-29 15:44:51","e133a7f7c4e15673325b7a335a669fe9bda6abe8","LB_otel_analysis","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","13.1","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.46","High performance","0.06","146","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11516.666666666666","11880","315.29087099586843","11315","11880","10733.923608923933","12299.4097244094","commonmain-plain-win-exe","133356.6292","3","False","20","True","System.Boolean[]","ci-windows-small","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","True","2026-04-29 15:44:51","e133a7f7c4e15673325b7a335a669fe9bda6abe8","LB_otel_analysis","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","13.1","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.46","High performance","0.06","146","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"118262","139103","18056.777702569194","107306","139103","73434.1324907151","163089.8675092849","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","5637.3019","3","False","20","True","System.Boolean[]","ci-windows-small","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","True","2026-04-29 15:44:51","e133a7f7c4e15673325b7a335a669fe9bda6abe8","LB_otel_analysis","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","13.1","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.46","High performance","0.06","146","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5620.287","3","False","20","True","System.Boolean[]","ci-windows-small","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","True","2026-04-29 15:44:51","e133a7f7c4e15673325b7a335a669fe9bda6abe8","LB_otel_analysis","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","13.1","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.46","High performance","0.06","146","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"81603.66666666667","88047","5624.82642695162","77674","88047","67639.43794416128","95567.89538917206","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","88804.6854","3","False","20","True","System.Boolean[]","ci-windows-small","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","True","2026-04-29 15:44:51","e133a7f7c4e15673325b7a335a669fe9bda6abe8","LB_otel_analysis","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","13.1","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.46","High performance","0.06","146","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
