"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Reference","JS","Methods","JVM","Common","InstrumentPropertyAccessors","CILabel","Native","FlushEarly","Dedicated","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"102272.66666666667","154937","49559.07297693665","56551","154937","-20762.993066630865","225308.32639996422","commonmain-plain-jar","1899.6588","3","False","20","System.Boolean[]","True","True","System.String[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","False","System.Boolean[]","2026-05-02 01:45:48","ec9775e31b52d2b6f8409cdcc6e3968951ac805f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.61","145","86","0.04","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6168.2367","3","False","20","System.Boolean[]","True","True","System.String[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","False","System.Boolean[]","2026-05-02 01:45:48","ec9775e31b52d2b6f8409cdcc6e3968951ac805f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.61","145","86","0.04","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"10706","11574","1405.8492095527172","9084","11574","7215.830095826279","14196.169904173721","commonmain-plain-linux-exe","16887.2249","3","False","20","System.Boolean[]","True","True","System.String[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","False","System.Boolean[]","2026-05-02 01:45:48","ec9775e31b52d2b6f8409cdcc6e3968951ac805f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.61","145","86","0.04","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"147829.33333333334","152724","5493.301132591708","141888","152724","134191.6301164749","161467.03655019178","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2413.5191","3","False","20","System.Boolean[]","True","True","System.String[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","False","System.Boolean[]","2026-05-02 01:45:48","ec9775e31b52d2b6f8409cdcc6e3968951ac805f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.61","145","86","0.04","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3987.7427","3","False","20","System.Boolean[]","True","True","System.String[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","False","System.Boolean[]","2026-05-02 01:45:48","ec9775e31b52d2b6f8409cdcc6e3968951ac805f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.61","145","86","0.04","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"60499","82101","18843.296633020454","47443","82101","13718.515750974395","107279.48424902561","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19732.8895","3","False","20","System.Boolean[]","True","True","System.String[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","False","System.Boolean[]","2026-05-02 01:45:48","ec9775e31b52d2b6f8409cdcc6e3968951ac805f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.61","145","86","0.04","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
