"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","InstrumentPropertyAccessors","Reference","JVM","TestKIR","JS","Common","Dedicated","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"41674.333333333336","51830","9008.319839644535","34648","51830","19310.223030563753","64038.44363610292","CommonMain-plain-jar","2067.558","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","True","True","False","True","2026-04-10 14:00:33","0a0dcc8193f3922a1cbad6d462aa480e44fe17b1","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.04","145","86","0.04","157","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"CommonMain-plain-node","6278.1223","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","True","True","False","True","2026-04-10 14:00:33","0a0dcc8193f3922a1cbad6d462aa480e44fe17b1","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.04","145","86","0.04","157","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"7031.333333333333","7153","130.79882772155617","6893","7153","6706.611358236003","7356.055308430663","CommonMain-plain-exe","2423.1893","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","True","True","False","True","2026-04-10 14:00:33","0a0dcc8193f3922a1cbad6d462aa480e44fe17b1","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.04","145","86","0.04","157","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"95269","101324","6113.311295852682","89099","101324","80092.05573410774","110445.94426589226","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2085.0633","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","True","True","False","True","2026-04-10 14:00:33","0a0dcc8193f3922a1cbad6d462aa480e44fe17b1","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.04","145","86","0.04","157","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","4400.679","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","True","True","False","True","2026-04-10 14:00:33","0a0dcc8193f3922a1cbad6d462aa480e44fe17b1","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.04","145","86","0.04","157","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"45791.666666666664","46308","866.7504446686678","44791","46308","43639.86667570303","47943.4666576303","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","3443.3258","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","True","True","False","True","2026-04-10 14:00:33","0a0dcc8193f3922a1cbad6d462aa480e44fe17b1","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.04","145","86","0.04","157","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
