"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Dedicated","Native","InstrumentPropertyAccessors","Reference","FlushEarly","JVM","CILabel","JS","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"119593","180539","67119.85163124245","47656","180539","-47039.15695124195","286225.15695124195","CommonMain-plain-jar","4016.653","3","False","20","System.Boolean[]","False","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-small","True","True","2026-04-10 17:34:21","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.25","High performance","0.53","131","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"CommonMain-plain-node","10418.6528","3","False","20","System.Boolean[]","False","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-small","True","True","2026-04-10 17:34:21","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.25","High performance","0.53","131","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"10987.333333333334","11619","632.0002637130251","10355","11619","9418.325587088028","12556.34107957864","CommonMain-plain-exe","6032.6132","3","False","20","System.Boolean[]","False","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-small","True","True","2026-04-10 17:34:21","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.25","High performance","0.53","131","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"137873.33333333334","143133","4555.903898605999","135153","143133","126562.81826160572","149183.84840506097","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","3850.8088","3","False","20","System.Boolean[]","False","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-small","True","True","2026-04-10 17:34:21","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.25","High performance","0.53","131","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","6656.2343","3","False","20","System.Boolean[]","False","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-small","True","True","2026-04-10 17:34:21","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.25","High performance","0.53","131","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"93717","96575","3921.7199033077313","89246","96575","83980.91401999757","103453.08598000243","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","4443.9341","3","False","20","System.Boolean[]","False","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-small","True","True","2026-04-10 17:34:21","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.25","High performance","0.53","131","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
