"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","Common","TestKIR","Native","Methods","Dedicated","FlushEarly","Enabled","CILabel","JVM","InstrumentPropertyAccessors","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"95958","132973","32876.961097400716","70149","132973","14337.453939199011","177578.546060801","commonmain-plain-jar","2948.4709","3","False","20","True","True","System.Boolean[]","True","System.String[]","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","2026-04-26 02:37:57","b454433a80d8e6472e7a896887d11ffcd300bf5a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.18","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","9168.3785","3","False","20","True","True","System.Boolean[]","True","System.String[]","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","2026-04-26 02:37:57","b454433a80d8e6472e7a896887d11ffcd300bf5a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.18","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13442.333333333334","13775","297.20251232675224","13203","13775","12704.496546201895","14180.170120464772","commonmain-plain-win-exe","117870.2232","3","False","20","True","True","System.Boolean[]","True","System.String[]","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","2026-04-26 02:37:57","b454433a80d8e6472e7a896887d11ffcd300bf5a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.18","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"154101.33333333334","174717","17858.502018179835","143379","174717","109765.70625899904","198436.96040766765","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3719.068","3","False","20","True","True","System.Boolean[]","True","System.String[]","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","2026-04-26 02:37:57","b454433a80d8e6472e7a896887d11ffcd300bf5a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.18","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5929.5865","3","False","20","True","True","System.Boolean[]","True","System.String[]","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","2026-04-26 02:37:57","b454433a80d8e6472e7a896887d11ffcd300bf5a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.18","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"83967.66666666667","87354","2934.8850630532934","82160","87354","76681.50293753062","91253.83039580272","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","47712.9291","3","False","20","True","True","System.Boolean[]","True","System.String[]","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","2026-04-26 02:37:57","b454433a80d8e6472e7a896887d11ffcd300bf5a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.18","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
