"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Dedicated","JVM","FlushEarly","Enabled","Native","CILabel","Methods","Reference","JS","InstrumentPropertyAccessors","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"86866.66666666667","121123","31926.89904035989","57940","121123","7604.750518696979","166128.58281463635","commonmain-plain-jar","4090.7224","3","False","20","System.Boolean[]","False","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.String[]","True","True","System.Boolean[]","True","2026-07-25 02:30:52","0cbde0514d37659a4b46b172e552b3778009cebe","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.3","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.32","High performance","0.19","138","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8767.5408","3","False","20","System.Boolean[]","False","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.String[]","True","True","System.Boolean[]","True","2026-07-25 02:30:52","0cbde0514d37659a4b46b172e552b3778009cebe","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.3","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.32","High performance","0.19","138","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12672.333333333334","12777","106.54732907648756","12564","12777","12407.818278101227","12936.84838856544","commonmain-plain-win-exe","98658.2489","3","False","20","System.Boolean[]","False","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.String[]","True","True","System.Boolean[]","True","2026-07-25 02:30:52","0cbde0514d37659a4b46b172e552b3778009cebe","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.3","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.32","High performance","0.19","138","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"121986.66666666667","134021","15475.175098632433","104530","134021","83567.90167817296","160405.43165516038","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3494.2344","3","False","20","System.Boolean[]","False","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.String[]","True","True","System.Boolean[]","True","2026-07-25 02:30:52","0cbde0514d37659a4b46b172e552b3778009cebe","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.3","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.32","High performance","0.19","138","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5367.4289","3","False","20","System.Boolean[]","False","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.String[]","True","True","System.Boolean[]","True","2026-07-25 02:30:52","0cbde0514d37659a4b46b172e552b3778009cebe","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.3","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.32","High performance","0.19","138","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"76435.33333333333","77533","1206.8331837223127","75143","77533","73439.24184033042","79431.42482633624","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","49208.211","3","False","20","System.Boolean[]","False","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.String[]","True","True","System.Boolean[]","True","2026-07-25 02:30:52","0cbde0514d37659a4b46b172e552b3778009cebe","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.3","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.32","High performance","0.19","138","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
