"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","FlushEarly","Native","CILabel","JVM","TestKIR","Methods","Common","JS","Reference","Dedicated","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"103692.66666666667","169788","57507.41852433765","65108","169788","-39075.6046646686","246460.93799800193","commonmain-plain-jar","2849.2768","3","False","20","System.Boolean[]","System.Boolean[]","True","ci-windows-small","True","System.Boolean[]","System.String[]","True","True","True","False","System.Boolean[]","2026-07-28 02:25:31","86b17aa3a9271eeceaacc3d88933c3c9a4ea0d3e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.18","High performance","0.08","141","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8160.6803","3","False","20","System.Boolean[]","System.Boolean[]","True","ci-windows-small","True","System.Boolean[]","System.String[]","True","True","True","False","System.Boolean[]","2026-07-28 02:25:31","86b17aa3a9271eeceaacc3d88933c3c9a4ea0d3e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.18","High performance","0.08","141","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11999.666666666666","12194","168.3339933980458","11899","12194","11581.759658137522","12417.57367519581","commonmain-plain-win-exe","100865.9623","3","False","20","System.Boolean[]","System.Boolean[]","True","ci-windows-small","True","System.Boolean[]","System.String[]","True","True","True","False","System.Boolean[]","2026-07-28 02:25:31","86b17aa3a9271eeceaacc3d88933c3c9a4ea0d3e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.18","High performance","0.08","141","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"128188.66666666667","133036","4445.871830511236","124301","133036","117151.31788471526","139226.0154486181","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3726.4182","3","False","20","System.Boolean[]","System.Boolean[]","True","ci-windows-small","True","System.Boolean[]","System.String[]","True","True","True","False","System.Boolean[]","2026-07-28 02:25:31","86b17aa3a9271eeceaacc3d88933c3c9a4ea0d3e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.18","High performance","0.08","141","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6306.9905","3","False","20","System.Boolean[]","System.Boolean[]","True","ci-windows-small","True","System.Boolean[]","System.String[]","True","True","True","False","System.Boolean[]","2026-07-28 02:25:31","86b17aa3a9271eeceaacc3d88933c3c9a4ea0d3e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.18","High performance","0.08","141","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"86897.66666666667","98994","11728.20371298748","75576","98994","57781.155912209084","116014.17742112426","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","47959.0859","3","False","20","System.Boolean[]","System.Boolean[]","True","ci-windows-small","True","System.Boolean[]","System.String[]","True","True","True","False","System.Boolean[]","2026-07-28 02:25:31","86b17aa3a9271eeceaacc3d88933c3c9a4ea0d3e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.18","High performance","0.08","141","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
