"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","JVM","JS","Dedicated","InstrumentPropertyAccessors","FlushEarly","TestKIR","Common","Enabled","Native","CILabel","Methods","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"87060.33333333333","108568","24863.872673687285","59836","108568","25333.12993395861","148787.53673270805","commonmain-plain-jar","1931.6495","3","False","20","True","True","True","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","System.String[]","2026-06-06 02:03:26","cd675c3dc3cefc6fefe495f65f394da58746efe7","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.75","145","86","0.02","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5794.4165","3","False","20","True","True","True","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","System.String[]","2026-06-06 02:03:26","cd675c3dc3cefc6fefe495f65f394da58746efe7","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.75","145","86","0.02","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11587.333333333334","11861","259.8313555622826","11344","11861","10942.27441009884","12232.392256567828","commonmain-plain-linux-exe","16059.0058","3","False","20","True","True","True","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","System.String[]","2026-06-06 02:03:26","cd675c3dc3cefc6fefe495f65f394da58746efe7","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.75","145","86","0.02","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"184682.66666666666","210049","25335.556286241936","159378","210049","121784.45862636465","247580.87470696867","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2225.4355","3","False","20","True","True","True","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","System.String[]","2026-06-06 02:03:26","cd675c3dc3cefc6fefe495f65f394da58746efe7","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.75","145","86","0.02","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3827.5844","3","False","20","True","True","True","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","System.String[]","2026-06-06 02:03:26","cd675c3dc3cefc6fefe495f65f394da58746efe7","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.75","145","86","0.02","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"45364.333333333336","46674","1173.081554425494","44410","46674","42452.03384304888","48276.632823617794","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19222.823","3","False","20","True","True","True","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","System.String[]","2026-06-06 02:03:26","cd675c3dc3cefc6fefe495f65f394da58746efe7","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.75","145","86","0.02","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
