"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Methods","JS","TestKIR","Enabled","InstrumentPropertyAccessors","FlushEarly","Native","Common","Reference","Dedicated","CILabel","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"88772","110151","19578.452977699744","71717","110151","40166.41208293707","137377.58791706292","commonmain-plain-jar","1877.9723","3","False","20","System.String[]","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","True","False","ci-linux-small","True","2026-05-13 02:02:28","f9cabe210453fd2880ea7dbd18b17a5d6ed23718","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.83","145","86","0.02","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5780.779","3","False","20","System.String[]","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","True","False","ci-linux-small","True","2026-05-13 02:02:28","f9cabe210453fd2880ea7dbd18b17a5d6ed23718","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.83","145","86","0.02","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"12012.333333333334","12218","180.2230099996483","11882","12218","11564.91057898225","12459.756087684418","commonmain-plain-linux-exe","15522.8855","3","False","20","System.String[]","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","True","False","ci-linux-small","True","2026-05-13 02:02:28","f9cabe210453fd2880ea7dbd18b17a5d6ed23718","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.83","145","86","0.02","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"122108.66666666667","163558","36075.74601215245","97789","163558","32546.79747993569","211670.53585339765","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2222.1902","3","False","20","System.String[]","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","True","False","ci-linux-small","True","2026-05-13 02:02:28","f9cabe210453fd2880ea7dbd18b17a5d6ed23718","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.83","145","86","0.02","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4004.275","3","False","20","System.String[]","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","True","False","ci-linux-small","True","2026-05-13 02:02:28","f9cabe210453fd2880ea7dbd18b17a5d6ed23718","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.83","145","86","0.02","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"52353","67379","13054.869704443625","43794","67379","19942.90008618713","84763.09991381287","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","17657.6998","3","False","20","System.String[]","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","True","False","ci-linux-small","True","2026-05-13 02:02:28","f9cabe210453fd2880ea7dbd18b17a5d6ed23718","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.83","145","86","0.02","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
