"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","JVM","Common","Native","JS","Reference","FlushEarly","TestKIR","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"42312.666666666664","45201","2752.8534892604316","39719","45201","35478.41564349099","49146.91768984234","CommonMain-plain-jar","1885.0989","3","False","20","System.Boolean[]","True","True","True","True","True","System.Boolean[]","System.Boolean[]","False","2026-04-10 01:21:36","fd68fe09827eb93330145ef77bbecebfaa712059","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.83","145","86","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"166525","175116","13202.488515427689","151323","175116","133748.420717073","199301.579282927","CommonMain-plain-node","6259.1934","3","False","20","System.Boolean[]","True","True","True","True","True","System.Boolean[]","System.Boolean[]","False","2026-04-10 01:21:36","fd68fe09827eb93330145ef77bbecebfaa712059","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.83","145","86","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"7110.666666666667","7209","90.79831129119822","7030","7209","6885.250219963139","7336.083113370195","CommonMain-plain-exe","2096.256","3","False","20","System.Boolean[]","True","True","True","True","True","System.Boolean[]","System.Boolean[]","False","2026-04-10 01:21:36","fd68fe09827eb93330145ef77bbecebfaa712059","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.83","145","86","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"93745","101214","6469.204046866971","89905","101214","77684.51419902458","109805.48580097542","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2054.5463","3","False","20","System.Boolean[]","True","True","True","True","True","System.Boolean[]","System.Boolean[]","False","2026-04-10 01:21:36","fd68fe09827eb93330145ef77bbecebfaa712059","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.83","145","86","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"3724580.6666666665","3850494","119027.46625184178","3613907","3850494","3429082.3460363885","4020078.9872969445","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","4294.065","3","False","20","System.Boolean[]","True","True","True","True","True","System.Boolean[]","System.Boolean[]","False","2026-04-10 01:21:36","fd68fe09827eb93330145ef77bbecebfaa712059","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.83","145","86","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"47890.666666666664","48872","917.5932286875995","47054","48872","45612.6440670324","50168.68926630093","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","2865.2372","3","False","20","System.Boolean[]","True","True","True","True","True","System.Boolean[]","System.Boolean[]","False","2026-04-10 01:21:36","fd68fe09827eb93330145ef77bbecebfaa712059","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.83","145","86","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
