"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","JVM","JS","Reference","Native","Common","Dedicated","FlushEarly","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"112354.52","104774.5","26357.43617586691","91336","252997","105048.61143297833","119660.42856702168","CommonMain-plain-jar","1873.9033","50","False","500","System.Boolean[]","True","True","True","True","True","False","System.Boolean[]","System.Boolean[]","2026-04-10 02:48:43","4a28ac364776d03f0b08ee8ac1489000b968ed1f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.72","145","86","0.02","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"176726.72","178723","7658.987997411264","148083","189632","174603.7568388016","178849.6831611984","CommonMain-plain-node","6136.4618","50","False","500","System.Boolean[]","True","True","True","True","True","False","System.Boolean[]","System.Boolean[]","2026-04-10 02:48:43","4a28ac364776d03f0b08ee8ac1489000b968ed1f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.72","145","86","0.02","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"106352.58","105765.5","2058.493733935826","103955","114186","105781.99464770795","106923.16535229205","CommonMain-plain-exe","2096.9001","50","False","500","System.Boolean[]","True","True","True","True","True","False","System.Boolean[]","System.Boolean[]","2026-04-10 02:48:43","4a28ac364776d03f0b08ee8ac1489000b968ed1f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.72","145","86","0.02","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"372090.8","371539","10947.763584869928","346587","400100","369056.23475508206","375125.3652449179","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2110.3431","50","False","500","System.Boolean[]","True","True","True","True","True","False","System.Boolean[]","System.Boolean[]","2026-04-10 02:48:43","4a28ac364776d03f0b08ee8ac1489000b968ed1f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.72","145","86","0.02","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"3715339.54","3707519.5","67028.38718011763","3587629","3904505","3696760.218974033","3733918.861025967","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","3873.783","50","False","500","System.Boolean[]","True","True","True","True","True","False","System.Boolean[]","System.Boolean[]","2026-04-10 02:48:43","4a28ac364776d03f0b08ee8ac1489000b968ed1f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.72","145","86","0.02","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"998106.82","992470","29207.606843039208","983013","1183117","990010.88443051","1006202.7555694899","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","2993.3105","50","False","500","System.Boolean[]","True","True","True","True","True","False","System.Boolean[]","System.Boolean[]","2026-04-10 02:48:43","4a28ac364776d03f0b08ee8ac1489000b968ed1f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.72","145","86","0.02","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
