"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","CILabel","Methods","Native","Enabled","JS","Reference","Common","Dedicated","JVM","TestKIR","InstrumentPropertyAccessors","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"69424.66666666667","85395","13970.662702009999","59467","85395","34741.01341808604","104108.3199152473","commonmain-plain-jar","1856.9466","3","False","20","System.Boolean[]","ci-linux-small","System.String[]","True","System.Boolean[]","True","True","True","False","True","System.Boolean[]","System.Boolean[]","2026-05-08 01:58:32","a7c62edf3abad5a44b2d792093dcc2fc8f440ec4","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.92","145","86","0.03","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6289.5015","3","False","20","System.Boolean[]","ci-linux-small","System.String[]","True","System.Boolean[]","True","True","True","False","True","System.Boolean[]","System.Boolean[]","2026-05-08 01:58:32","a7c62edf3abad5a44b2d792093dcc2fc8f440ec4","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.92","145","86","0.03","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8757","9798","901.5436761466412","8232","9798","6518.822118329287","10995.177881670712","commonmain-plain-linux-exe","17825.0237","3","False","20","System.Boolean[]","ci-linux-small","System.String[]","True","System.Boolean[]","True","True","True","False","True","System.Boolean[]","System.Boolean[]","2026-05-08 01:58:32","a7c62edf3abad5a44b2d792093dcc2fc8f440ec4","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.92","145","86","0.03","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"106683.66666666667","110134","4987.6489785602735","100965","110134","94301.2986009676","119066.03473236575","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2287.5379","3","False","20","System.Boolean[]","ci-linux-small","System.String[]","True","System.Boolean[]","True","True","True","False","True","System.Boolean[]","System.Boolean[]","2026-05-08 01:58:32","a7c62edf3abad5a44b2d792093dcc2fc8f440ec4","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.92","145","86","0.03","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4091.7845","3","False","20","System.Boolean[]","ci-linux-small","System.String[]","True","System.Boolean[]","True","True","True","False","True","System.Boolean[]","System.Boolean[]","2026-05-08 01:58:32","a7c62edf3abad5a44b2d792093dcc2fc8f440ec4","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.92","145","86","0.03","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"51233","59265","6956.095744021929","47167","59265","33963.753873624555","68502.24612637545","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19617.3447","3","False","20","System.Boolean[]","ci-linux-small","System.String[]","True","System.Boolean[]","True","True","True","False","True","System.Boolean[]","System.Boolean[]","2026-05-08 01:58:32","a7c62edf3abad5a44b2d792093dcc2fc8f440ec4","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.92","145","86","0.03","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
