"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","JVM","Native","Reference","IOA","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"66792.66666666667","84921","16486.4613648088","52696","84921","25863.276166752745","107722.0571665806","commonmain_plain_jar","1118.1141","3","False","5","True","True","True","True","True","ci-linux-small","2026-04-10 19:15:54","ef0733869127e2d0f101f439d285364ac76ff0d8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.25","145","84","0.09","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"67371.33333333333","86665","17151.23757439484","53854","86665","24791.565322131362","109951.1013445353","commonmain_ioa_jar","2204.4458","3","False","5","True","True","True","True","True","ci-linux-small","2026-04-10 19:15:54","ef0733869127e2d0f101f439d285364ac76ff0d8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.25","145","84","0.09","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"3716.6666666666665","3937","193.56222083178662","3574","3937","3236.1279053673193","4197.205427966014","commonmain_plain_exe","1083.3502","3","False","5","True","True","True","True","True","ci-linux-small","2026-04-10 19:15:54","ef0733869127e2d0f101f439d285364ac76ff0d8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.25","145","84","0.09","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"3769","3792","31.575306807693888","3733","3792","3690.6109488937814","3847.3890511062186","commonmain_ioa_exe","2802.4763","3","False","5","True","True","True","True","True","ci-linux-small","2026-04-10 19:15:54","ef0733869127e2d0f101f439d285364ac76ff0d8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.25","145","84","0.09","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
,,,,,,,"commonmain_plain_node","937.2173","3","False","5","True","True","True","True","True","ci-linux-small","2026-04-10 19:15:54","ef0733869127e2d0f101f439d285364ac76ff0d8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.25","145","84","0.09","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
,,,,,,,"commonmain_ioa_node","6422.3608","3","False","5","True","True","True","True","True","ci-linux-small","2026-04-10 19:15:54","ef0733869127e2d0f101f439d285364ac76ff0d8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.25","145","84","0.09","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
