"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","JS","Enabled","CILabel","JVM","Dedicated","TestKIR","Native","FlushEarly","Methods","InstrumentPropertyAccessors","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"68750","77542","8020.905933870563","61832","77542","48837.249539721204","88662.7504602788","commonmain-plain-jar","2939.6287","3","False","20","True","True","System.Boolean[]","ci-windows-small","True","False","System.Boolean[]","True","System.Boolean[]","System.String[]","System.Boolean[]","True","2026-04-17 02:29:58","7e093b170a9a2c2b41495028fc44ffb2009ac846","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.43","High performance","0.13","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8642.1269","3","False","20","True","True","System.Boolean[]","ci-windows-small","True","False","System.Boolean[]","True","System.Boolean[]","System.String[]","System.Boolean[]","True","2026-04-17 02:29:58","7e093b170a9a2c2b41495028fc44ffb2009ac846","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.43","High performance","0.13","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12759.666666666666","13897","985.7714407170322","12151","13897","10312.384418039743","15206.94891529359","commonmain-plain-win-exe","108436.7456","3","False","20","True","True","System.Boolean[]","ci-windows-small","True","False","System.Boolean[]","True","System.Boolean[]","System.String[]","System.Boolean[]","True","2026-04-17 02:29:58","7e093b170a9a2c2b41495028fc44ffb2009ac846","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.43","High performance","0.13","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"130941.33333333333","141963","9578.635306416742","124629","141963","107161.35434102881","154721.31232563785","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4289.2199","3","False","20","True","True","System.Boolean[]","ci-windows-small","True","False","System.Boolean[]","True","System.Boolean[]","System.String[]","System.Boolean[]","True","2026-04-17 02:29:58","7e093b170a9a2c2b41495028fc44ffb2009ac846","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.43","High performance","0.13","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6392.6251","3","False","20","True","True","System.Boolean[]","ci-windows-small","True","False","System.Boolean[]","True","System.Boolean[]","System.String[]","System.Boolean[]","True","2026-04-17 02:29:58","7e093b170a9a2c2b41495028fc44ffb2009ac846","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.43","High performance","0.13","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"80040","83915","3481.662677514868","77175","83915","71396.40279841007","88683.59720158993","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","63970.1154","3","False","20","True","True","System.Boolean[]","ci-windows-small","True","False","System.Boolean[]","True","System.Boolean[]","System.String[]","System.Boolean[]","True","2026-04-17 02:29:58","7e093b170a9a2c2b41495028fc44ffb2009ac846","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.43","High performance","0.13","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
