"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","InstrumentPropertyAccessors","Reference","JS","Native","TestKIR","Common","Dedicated","Methods","CILabel","FlushEarly","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"90498","99751","11944.405091924838","77014","99751","60844.746370929206","120151.2536290708","commonmain-plain-jar","2699.8467","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","True","False","System.String[]","ci-windows-small","System.Boolean[]","True","2026-05-21 03:33:09","8ef1eda4360b02915d8f2b389c3a14e8a5ff6bcd","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.26","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.5","High performance","0.1","140","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7659.0491","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","True","False","System.String[]","ci-windows-small","System.Boolean[]","True","2026-05-21 03:33:09","8ef1eda4360b02915d8f2b389c3a14e8a5ff6bcd","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.26","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.5","High performance","0.1","140","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12801.666666666666","13007","192.99309141348385","12624","13007","12322.54082956562","13280.792503767712","commonmain-plain-win-exe","89990.7858","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","True","False","System.String[]","ci-windows-small","System.Boolean[]","True","2026-05-21 03:33:09","8ef1eda4360b02915d8f2b389c3a14e8a5ff6bcd","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.26","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.5","High performance","0.1","140","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"145161.33333333334","181931","32235.095475790564","121767","181931","65134.286817039174","225188.3798496275","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3153.5854","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","True","False","System.String[]","ci-windows-small","System.Boolean[]","True","2026-05-21 03:33:09","8ef1eda4360b02915d8f2b389c3a14e8a5ff6bcd","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.26","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.5","High performance","0.1","140","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5635.0932","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","True","False","System.String[]","ci-windows-small","System.Boolean[]","True","2026-05-21 03:33:09","8ef1eda4360b02915d8f2b389c3a14e8a5ff6bcd","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.26","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.5","High performance","0.1","140","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"84032.66666666667","94627","9578.65733458157","75984","94627","60252.6329871045","107812.70034622884","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","42335.839","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","True","False","System.String[]","ci-windows-small","System.Boolean[]","True","2026-05-21 03:33:09","8ef1eda4360b02915d8f2b389c3a14e8a5ff6bcd","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.26","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.5","High performance","0.1","140","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
