mean,median,stddev,min,max,ci95_lower,ci95_upper,executable,buildTimeMs,RepetitionCount,CleanBuild,StepCount,CILabel,Reference,Common,Dedicated,JVM,JS,Native,Enabled,FlushEarly,InstrumentPropertyAccessors,TestKIR,Methods,CollectionTimestamp,GitCommitHash,GitBranch,IsVirtualMachine,OS,OSArchitecture,TimeZone,Username,CPU,CPUCores,CPULogicalProcessors,TotalRAMGB,DiskSizeGB,SystemDriveFreeSpaceGB,RunningProcessCount,PythonVersion,JavaVersion,JavaDistribution,NodeVersion,GradleVersion,KotlinVersion
52328.156,52400.0,578.2508207610633,50197.0,54564.0,52256.47528562331,52399.836714376695,commonmain-plain-jar,2234.902374999365,250,True,500,local,True,True,False,True,True,True,[True],[False],[False],[False],['.*'],2026-07-05 17:29:09,c66d2866aa4b14b68e666cf59f16e0267321aa45,BSC_IOA,False,macOS 26.5,arm64,Europe/Vienna,lian,Apple M4 Max,14,14,36.0,926,671,695,3.12.12,21.0.8,OpenJDK,v24.11.1,Gradle 9.0.0,Kotlin:        2.2.0
55951.764,55872.0,1183.2577605982833,54549.0,71818.0,55805.08584836362,56098.44215163639,commonmain-plain-node,2498.1834169993817,250,True,500,local,True,True,False,True,True,True,[True],[False],[False],[False],['.*'],2026-07-05 17:29:09,c66d2866aa4b14b68e666cf59f16e0267321aa45,BSC_IOA,False,macOS 26.5,arm64,Europe/Vienna,lian,Apple M4 Max,14,14,36.0,926,671,695,3.12.12,21.0.8,OpenJDK,v24.11.1,Gradle 9.0.0,Kotlin:        2.2.0
79526.552,78492.5,3479.9233776266697,76682.0,103586.0,79095.17622891827,79957.92777108173,commonmain-plain-mac-exe,11937.591332999546,250,True,500,local,True,True,False,True,True,True,[True],[False],[False],[False],['.*'],2026-07-05 17:29:09,c66d2866aa4b14b68e666cf59f16e0267321aa45,BSC_IOA,False,macOS 26.5,arm64,Europe/Vienna,lian,Apple M4 Max,14,14,36.0,926,671,695,3.12.12,21.0.8,OpenJDK,v24.11.1,Gradle 9.0.0,Kotlin:        2.2.0
145438.836,145000.5,2486.051715801293,140895.0,154917.0,145130.66183652627,145747.01016347375,commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar,1693.7095419998514,250,True,500,local,True,True,False,True,True,True,[True],[False],[False],[False],['.*'],2026-07-05 17:29:09,c66d2866aa4b14b68e666cf59f16e0267321aa45,BSC_IOA,False,macOS 26.5,arm64,Europe/Vienna,lian,Apple M4 Max,14,14,36.0,926,671,695,3.12.12,21.0.8,OpenJDK,v24.11.1,Gradle 9.0.0,Kotlin:        2.2.0
1397107.636,1396250.0,14748.884706030865,1348259.0,1466091.0,1395279.3453101635,1398935.9266898364,commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node,1337.0633750000707,250,True,500,local,True,True,False,True,True,True,[True],[False],[False],[False],['.*'],2026-07-05 17:29:09,c66d2866aa4b14b68e666cf59f16e0267321aa45,BSC_IOA,False,macOS 26.5,arm64,Europe/Vienna,lian,Apple M4 Max,14,14,36.0,926,671,695,3.12.12,21.0.8,OpenJDK,v24.11.1,Gradle 9.0.0,Kotlin:        2.2.0
787828.156,784980.0,15928.96423733701,767265.0,924983.0,785853.5811359118,789802.7308640882,commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-mac-exe,17133.744957999625,250,True,500,local,True,True,False,True,True,True,[True],[False],[False],[False],['.*'],2026-07-05 17:29:09,c66d2866aa4b14b68e666cf59f16e0267321aa45,BSC_IOA,False,macOS 26.5,arm64,Europe/Vienna,lian,Apple M4 Max,14,14,36.0,926,671,695,3.12.12,21.0.8,OpenJDK,v24.11.1,Gradle 9.0.0,Kotlin:        2.2.0
