"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","Reference","JVM","Dedicated","Methods","Common","FlushEarly","Native","TestKIR","InstrumentPropertyAccessors","CILabel","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"66854.33333333333","74998","8391.61702732753","58235","74998","46021.253229779","87687.41343688765","commonmain-plain-jar","1982.4041","3","False","20","System.Boolean[]","True","True","False","System.String[]","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-06-15 02:38:52","e782bf82fac4fe6bec3d71be78aefec89c7d7ae3","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.02","145","85","0.02","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6262.8259","3","False","20","System.Boolean[]","True","True","False","System.String[]","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-06-15 02:38:52","e782bf82fac4fe6bec3d71be78aefec89c7d7ae3","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.02","145","85","0.02","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"13067.333333333334","13652","506.81390404499894","12753","13652","11809.114014436806","14325.552652229862","commonmain-plain-linux-exe","17484.6821","3","False","20","System.Boolean[]","True","True","False","System.String[]","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-06-15 02:38:52","e782bf82fac4fe6bec3d71be78aefec89c7d7ae3","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.02","145","85","0.02","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"117715.33333333333","134570","14944.077667535501","106084","134570","80615.07409752146","154815.5925691452","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2347.1485","3","False","20","System.Boolean[]","True","True","False","System.String[]","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-06-15 02:38:52","e782bf82fac4fe6bec3d71be78aefec89c7d7ae3","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.02","145","85","0.02","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4252.1465","3","False","20","System.Boolean[]","True","True","False","System.String[]","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-06-15 02:38:52","e782bf82fac4fe6bec3d71be78aefec89c7d7ae3","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.02","145","85","0.02","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46881.333333333336","49039","1905.5566990602335","45429","49039","42150.5865387517","51612.080127914975","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","22016.3816","3","False","20","System.Boolean[]","True","True","False","System.String[]","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-06-15 02:38:52","e782bf82fac4fe6bec3d71be78aefec89c7d7ae3","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.02","145","85","0.02","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
