"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","TestKIR","Common","Methods","JVM","JS","InstrumentPropertyAccessors","Enabled","Dedicated","FlushEarly","CILabel","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"55125.333333333336","59458","3756.466602185268","52780","59458","45799.50621624727","64451.160450419404","commonmain-plain-jar","1962.7011","3","False","20","True","System.Boolean[]","True","System.String[]","True","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","ci-linux-small","True","2026-08-16 00:37:15","3373227c2ca576d70b3622bb93054252ff198b8d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.88","145","83","0.02","162","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6233.7554","3","False","20","True","System.Boolean[]","True","System.String[]","True","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","ci-linux-small","True","2026-08-16 00:37:15","3373227c2ca576d70b3622bb93054252ff198b8d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.88","145","83","0.02","162","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8708.666666666666","9997","1139.6965970526248","7832","9997","5879.2488771244825","11538.08445620885","commonmain-plain-linux-exe","16596.8013","3","False","20","True","System.Boolean[]","True","System.String[]","True","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","ci-linux-small","True","2026-08-16 00:37:15","3373227c2ca576d70b3622bb93054252ff198b8d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.88","145","83","0.02","162","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"121844.33333333333","136264","12738.832848158943","112118","136264","90218.8284649346","153469.83820173205","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2419.5968","3","False","20","True","System.Boolean[]","True","System.String[]","True","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","ci-linux-small","True","2026-08-16 00:37:15","3373227c2ca576d70b3622bb93054252ff198b8d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.88","145","83","0.02","162","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4367.4149","3","False","20","True","System.Boolean[]","True","System.String[]","True","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","ci-linux-small","True","2026-08-16 00:37:15","3373227c2ca576d70b3622bb93054252ff198b8d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.88","145","83","0.02","162","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"47202.333333333336","48575","1232.6541823777395","46190","48575","44142.13847007526","50262.52819659141","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20183.1016","3","False","20","True","System.Boolean[]","True","System.String[]","True","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","ci-linux-small","True","2026-08-16 00:37:15","3373227c2ca576d70b3622bb93054252ff198b8d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.88","145","83","0.02","162","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
