"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","TestKIR","Common","Native","Methods","Reference","Dedicated","JS","FlushEarly","CILabel","JVM","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"100860","142812","36413.80970181505","77437","142812","10458.851815680275","191261.14818431973","commonmain-plain-jar","3066.3002","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","False","True","System.Boolean[]","ci-windows-small","True","System.Boolean[]","2026-08-12 01:47:32","2370e77552d5a150527232990f924576cbd99ef9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.3","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.63","High performance","0.34","136","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","9465.0596","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","False","True","System.Boolean[]","ci-windows-small","True","System.Boolean[]","2026-08-12 01:47:32","2370e77552d5a150527232990f924576cbd99ef9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.3","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.63","High performance","0.34","136","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12103","12242","127.99609369039354","11990","12242","11785.236109666312","12420.763890333688","commonmain-plain-win-exe","108867.5382","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","False","True","System.Boolean[]","ci-windows-small","True","System.Boolean[]","2026-08-12 01:47:32","2370e77552d5a150527232990f924576cbd99ef9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.3","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.63","High performance","0.34","136","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"127004.33333333333","142534","13472.063402958483","118453","142534","93558.50577471085","160450.1608919558","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3718.6114","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","False","True","System.Boolean[]","ci-windows-small","True","System.Boolean[]","2026-08-12 01:47:32","2370e77552d5a150527232990f924576cbd99ef9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.3","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.63","High performance","0.34","136","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5995.9645","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","False","True","System.Boolean[]","ci-windows-small","True","System.Boolean[]","2026-08-12 01:47:32","2370e77552d5a150527232990f924576cbd99ef9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.3","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.63","High performance","0.34","136","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"80944.66666666667","90748","8501.17505603392","75606","90748","59839.59712644061","102049.73620689273","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","51038.5507","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","False","True","System.Boolean[]","ci-windows-small","True","System.Boolean[]","2026-08-12 01:47:32","2370e77552d5a150527232990f924576cbd99ef9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.3","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.63","High performance","0.34","136","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
