"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","CILabel","Dedicated","Common","InstrumentPropertyAccessors","JVM","JS","Methods","Enabled","Native","TestKIR","Reference","FlushEarly","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"50485.333333333336","53898","4405.452228016249","45512","53898","39548.3305054203","61422.33616124637","commonmain-plain-jar","2382.8925","3","False","20","ci-windows-small","False","True","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-04-18 02:14:55","234791a0379cdf142199172fb4543c0dceb1274d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.81","High performance","0.33","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5930.623","3","False","20","ci-windows-small","False","True","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-04-18 02:14:55","234791a0379cdf142199172fb4543c0dceb1274d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.81","High performance","0.33","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"10479","11578","952.8971612928648","9883","11578","8113.3316398953975","12844.668360104602","commonmain-plain-win-exe","104238.19","3","False","20","ci-windows-small","False","True","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-04-18 02:14:55","234791a0379cdf142199172fb4543c0dceb1274d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.81","High performance","0.33","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"87650","96099","7766.093419474169","80823","96099","68369.84865697367","106930.15134302633","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2610.6652","3","False","20","ci-windows-small","False","True","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-04-18 02:14:55","234791a0379cdf142199172fb4543c0dceb1274d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.81","High performance","0.33","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4494.7392","3","False","20","ci-windows-small","False","True","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-04-18 02:14:55","234791a0379cdf142199172fb4543c0dceb1274d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.81","High performance","0.33","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"59327.333333333336","60964","1420.9181304119297","58409","60964","55799.75323344742","62854.91343321925","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","43196.9098","3","False","20","ci-windows-small","False","True","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-04-18 02:14:55","234791a0379cdf142199172fb4543c0dceb1274d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.81","High performance","0.33","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
