"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","Reference","JVM","Common","Native","Dedicated","InstrumentPropertyAccessors","TestKIR","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"130647.66666666667","142696","12832.193200436677","117154","142696","98790.38481283544","162504.94852049788","CommonMain-plain-jar","2609.4565","3","False","20","System.Boolean[]","True","True","True","True","False","System.Boolean[]","System.Boolean[]","True","2026-04-08 14:55:17","5209b7150aad067df99ecb0c795d6e4ca83aeaf8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.53","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.28","High performance","0.11","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"231705.66666666666","310757","69346.02501465628","181133","310757","59546.79796606468","403864.5353672686","CommonMain-plain-node","7699.8934","3","False","20","System.Boolean[]","True","True","True","True","False","System.Boolean[]","System.Boolean[]","True","2026-04-08 14:55:17","5209b7150aad067df99ecb0c795d6e4ca83aeaf8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.53","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.28","High performance","0.11","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11202.666666666666","12436","1068.439204322517","10559","12436","8550.15291908474","13855.180414248593","CommonMain-plain-exe","3914.0001","3","False","20","System.Boolean[]","True","True","True","True","False","System.Boolean[]","System.Boolean[]","True","2026-04-08 14:55:17","5209b7150aad067df99ecb0c795d6e4ca83aeaf8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.53","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.28","High performance","0.11","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"108194","119927","10211.595223078517","101313","119927","82842.63082113053","133545.36917886947","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2956.9015","3","False","20","System.Boolean[]","True","True","True","True","False","System.Boolean[]","System.Boolean[]","True","2026-04-08 14:55:17","5209b7150aad067df99ecb0c795d6e4ca83aeaf8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.53","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.28","High performance","0.11","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"4136707","4314131","237764.81604308067","3866549","4314131","3546430.6036509336","4726983.396349066","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","4842.8232","3","False","20","System.Boolean[]","True","True","True","True","False","System.Boolean[]","System.Boolean[]","True","2026-04-08 14:55:17","5209b7150aad067df99ecb0c795d6e4ca83aeaf8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.53","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.28","High performance","0.11","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"76610.66666666667","77451","752.017508661423","76001","77451","74743.70336910443","78477.62996422891","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","4617.3385","3","False","20","System.Boolean[]","True","True","True","True","False","System.Boolean[]","System.Boolean[]","True","2026-04-08 14:55:17","5209b7150aad067df99ecb0c795d6e4ca83aeaf8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.53","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.28","High performance","0.11","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
