"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","Enabled","JVM","Common","CILabel","Native","TestKIR","FlushEarly","Methods","JS","Dedicated","InstrumentPropertyAccessors","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"82140.33333333333","116898","30656.13479115287","58954","116898","6033.224335195424","158247.44233147125","commonmain-plain-jar","2578.1826","3","False","20","True","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","2026-07-04 02:44:53","7bd7f112923b1912c9d042be99a9aed9e7752c55","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.08","141","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7555.4907","3","False","20","True","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","2026-07-04 02:44:53","7bd7f112923b1912c9d042be99a9aed9e7752c55","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.08","141","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12893.333333333334","12955","56.85361319505853","12843","12955","12752.188203138283","13034.478463528385","commonmain-plain-win-exe","85049.4048","3","False","20","True","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","2026-07-04 02:44:53","7bd7f112923b1912c9d042be99a9aed9e7752c55","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.08","141","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"116355.33333333333","131221","13208.71319748193","105968","131221","83563.30061640989","149147.36605025677","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3427.4495","3","False","20","True","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","2026-07-04 02:44:53","7bd7f112923b1912c9d042be99a9aed9e7752c55","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.08","141","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5346.547","3","False","20","True","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","2026-07-04 02:44:53","7bd7f112923b1912c9d042be99a9aed9e7752c55","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.08","141","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"87514.33333333333","102311","12817.34794461527","79836","102311","55693.90640301422","119334.76026365244","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","42017.8807","3","False","20","True","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","2026-07-04 02:44:53","7bd7f112923b1912c9d042be99a9aed9e7752c55","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.08","141","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
