"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","IOA","JVM","CILabel","Native","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"33712","34314","970.0139174259306","32593","34314","31303.837475722758","36120.16252427724","commonmain_plain_jar","1056.9057","3","False","5","True","True","True","linux-small","True","True","2026-04-10 17:08:00","82b5f6fab47d6237da9e664c020b69026f7f98c6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.57","145","84","0.1","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"33648","34178","881.0102156047908","32631","34178","31460.798613905583","35835.20138609441","commonmain_ioa_jar","2154.5512","3","False","5","True","True","True","linux-small","True","True","2026-04-10 17:08:00","82b5f6fab47d6237da9e664c020b69026f7f98c6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.57","145","84","0.1","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"2528.6666666666665","2656","116.31566245924635","2428","2656","2239.9006868298598","2817.4326465034733","commonmain_plain_exe","1025.3079","3","False","5","True","True","True","linux-small","True","True","2026-04-10 17:08:00","82b5f6fab47d6237da9e664c020b69026f7f98c6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.57","145","84","0.1","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"2423","2493","64.49030934954492","2366","2493","2262.8959609087474","2583.1040390912526","commonmain_ioa_exe","2708.9643","3","False","5","True","True","True","linux-small","True","True","2026-04-10 17:08:00","82b5f6fab47d6237da9e664c020b69026f7f98c6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.57","145","84","0.1","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
,,,,,,,"commonmain_plain_node","957.0439","3","False","5","True","True","True","linux-small","True","True","2026-04-10 17:08:00","82b5f6fab47d6237da9e664c020b69026f7f98c6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.57","145","84","0.1","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
,,,,,,,"commonmain_ioa_node","4467.9461","3","False","5","True","True","True","linux-small","True","True","2026-04-10 17:08:00","82b5f6fab47d6237da9e664c020b69026f7f98c6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.57","145","84","0.1","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
