"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Methods","CILabel","InstrumentPropertyAccessors","Common","JVM","Dedicated","Native","JS","TestKIR","FlushEarly","Enabled","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"67327.66666666667","89986","20379.85682808722","50495","89986","16732.508615975254","117922.82471735809","commonmain-plain-jar","1979.3878","3","False","20","System.String[]","ci-windows-small","System.Boolean[]","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-05-17 02:55:52","45327803178531209b3106e0658031e84682aa89","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.14","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.44","High performance","0.93","129","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6003.1047","3","False","20","System.String[]","ci-windows-small","System.Boolean[]","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-05-17 02:55:52","45327803178531209b3106e0658031e84682aa89","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.14","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.44","High performance","0.93","129","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"10041","10103","96.34832639957997","9930","10103","9801.8050516141","10280.1949483859","commonmain-plain-win-exe","83088.8829","3","False","20","System.String[]","ci-windows-small","System.Boolean[]","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-05-17 02:55:52","45327803178531209b3106e0658031e84682aa89","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.14","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.44","High performance","0.93","129","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"89008.33333333333","98152","9224.02354362419","79706","98152","66108.71568686498","111907.95097980168","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4555.7776","3","False","20","System.String[]","ci-windows-small","System.Boolean[]","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-05-17 02:55:52","45327803178531209b3106e0658031e84682aa89","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.14","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.44","High performance","0.93","129","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5563.212","3","False","20","System.String[]","ci-windows-small","System.Boolean[]","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-05-17 02:55:52","45327803178531209b3106e0658031e84682aa89","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.14","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.44","High performance","0.93","129","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"60387.666666666664","65949","4816.750183820345","57538","65949","48429.573001100885","72345.76033223244","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","97766.368","3","False","20","System.String[]","ci-windows-small","System.Boolean[]","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","2026-05-17 02:55:52","45327803178531209b3106e0658031e84682aa89","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.14","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.44","High performance","0.93","129","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
