"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","FlushEarly","JS","InstrumentPropertyAccessors","Methods","Reference","JVM","Common","CILabel","Enabled","TestKIR","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"141132","183768","53985.109622932134","80431","183768","7108.234435965307","275155.7655640347","commonmain-plain-jar","2701.4371","3","False","20","True","System.Boolean[]","True","System.Boolean[]","System.String[]","True","True","True","ci-windows-small","System.Boolean[]","System.Boolean[]","False","2026-08-22 01:07:40","f46fca8b2ea08646e0846d2b8dcad57d3f03b789","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.2","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.89","High performance","0.11","139","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7750.0082","3","False","20","True","System.Boolean[]","True","System.Boolean[]","System.String[]","True","True","True","ci-windows-small","System.Boolean[]","System.Boolean[]","False","2026-08-22 01:07:40","f46fca8b2ea08646e0846d2b8dcad57d3f03b789","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.2","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.89","High performance","0.11","139","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"18031.333333333332","18791","743.095103828126","17306","18791","16186.520852950089","19876.145813716576","commonmain-plain-win-exe","100599.12","3","False","20","True","System.Boolean[]","True","System.Boolean[]","System.String[]","True","True","True","ci-windows-small","System.Boolean[]","System.Boolean[]","False","2026-08-22 01:07:40","f46fca8b2ea08646e0846d2b8dcad57d3f03b789","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.2","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.89","High performance","0.11","139","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"189972","221277","27756.273507083042","168369","221277","121064.10448163432","258879.89551836567","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4860.6319","3","False","20","True","System.Boolean[]","True","System.Boolean[]","System.String[]","True","True","True","ci-windows-small","System.Boolean[]","System.Boolean[]","False","2026-08-22 01:07:40","f46fca8b2ea08646e0846d2b8dcad57d3f03b789","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.2","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.89","High performance","0.11","139","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6399.2349","3","False","20","True","System.Boolean[]","True","System.Boolean[]","System.String[]","True","True","True","ci-windows-small","System.Boolean[]","System.Boolean[]","False","2026-08-22 01:07:40","f46fca8b2ea08646e0846d2b8dcad57d3f03b789","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.2","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.89","High performance","0.11","139","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"102110.66666666667","136485","30608.085538519612","77806","136485","26122.845038980086","178098.48829435324","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","51338.6342","3","False","20","True","System.Boolean[]","True","System.Boolean[]","System.String[]","True","True","True","ci-windows-small","System.Boolean[]","System.Boolean[]","False","2026-08-22 01:07:40","f46fca8b2ea08646e0846d2b8dcad57d3f03b789","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.2","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.89","High performance","0.11","139","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
